区域,小区,总价,房型,面积,单价,朝向,楼层位置,装修情况,建筑时间,是否有电梯,产权类型,挂牌时间
同安,禹洲香溪里5#地块,144.0,2室2厅,90.32平米,15944,北,高楼层/共17层,平层/毛坯,暂无数据 ,无,非共有 ,2021年06月03日 
同安,国贸金沙湾,494.9,3室2厅,123.82平米,39970,南北,低楼层/共32层,平层/简装,2015年建/板楼 ,有,共有 ,2021年06月03日 
同安,溢翔首府,300.0,2室1厅,85.7平米,35006,东南,高楼层/共19层,平层/精装,塔楼 ,有,非共有 ,2021年06月03日 
同安,新都花园,192.3,3室2厅,113.37平米,16963,南北,中楼层/共8层,平层/精装,2002年建/板楼 ,无,共有 ,2021年06月02日 
同安,银鹭苑,175.0,3室2厅,110平米,15910,南北,中楼层/共8层,平层/简装,板楼 ,无,非共有 ,2021年05月31日 
同安,唐鸣祥福花园,189.8,3室2厅,123.38平米,15384,南,高楼层/共7层,平层/精装,板楼 ,无,非共有 ,2021年05月31日 
同安,巴厘香泉,80.0,2室1厅,56.03平米,14279,东南,高楼层/共33层,平层/毛坯,2015年建/板楼 ,有,非共有 ,2021年05月31日 
同安,厦航高郡,220.0,2室1厅,66.31平米,33178,南,中楼层/共20层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年05月29日 
同安,建发中央天悦,310.0,3室2厅,121.57平米,25500,南北,低楼层/共32层,平层/精装,塔楼 ,有,非共有 ,2021年05月29日 
同安,溢翔首府,306.0,2室2厅,82.7平米,37002,南,高楼层/共26层,平层/精装,塔楼 ,有,非共有 ,2021年05月28日 
同安,锦辉国际花园,205.0,3室2厅,82.12平米,24964,南北,低楼层/共11层,平层/精装,2009年建/板楼 ,有,非共有 ,2021年05月28日 
同安,恒亿尚品湾（1/2/5/6期）,329.0,2室1厅,83.83平米,39247,东南,低楼层/共16层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年05月28日 
同安,汉景嘉园,265.0,4室2厅,129.23平米,20507,南,中楼层/共18层,平层/精装,暂无数据 ,有,非共有 ,2021年05月27日 
同安,欣盛丰森林海,325.0,3室2厅,115.46平米,28149,南,低楼层/共34层,平层/精装,暂无数据 ,无,共有 ,2021年05月27日 
同安,禹洲香溪里4#地块,248.0,4室1厅,140.92平米,17599,南北,高楼层/共32层,平层/精装,塔楼 ,有,非共有 ,2021年05月27日 
同安,禹洲香溪里3#地块,193.0,3室2厅,100.02平米,19297,南,中楼层/共16层,平层/精装,暂无数据 ,无,非共有 ,2021年05月26日 
同安,阳光美郡,190.0,2室2厅,85.53平米,22215,南,高楼层/共18层,平层/精装,板楼 ,有,共有 ,2021年05月26日 
同安,禹洲香溪里4#地块,178.0,3室2厅,102.81平米,17314,东南,高楼层/共29层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年05月25日 
同安,厦航同城湾,235.0,3室2厅,95.53平米,24600,南,高楼层/共18层,平层/精装,2009年建/板楼 ,有,非共有 ,2021年05月25日 
同安,禹洲香溪里7#地块,98.0,1室1厅,45.81平米,21393,南,高楼层/共24层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年05月25日 
同安,中福花园,238.0,3室2厅,132.79平米,17924,南北,中楼层/共7层,平层/精装,1996年建/板楼 ,有,非共有 ,2021年05月25日 
同安,特房银溪春墅,205.0,2室2厅,80.92平米,25334,南北,高楼层/共32层,平层/精装,板塔结合 ,有,非共有 ,2021年05月24日 
同安,福星大地,186.0,3室2厅,126.26平米,14732,南北,中楼层/共8层,平层/精装,暂无数据 ,无,共有 ,2021年05月24日 
同安,新景城市天骄,182.0,2室2厅,75.24平米,24190,南,中楼层/共17层,平层/简装,暂无数据 ,无,非共有 ,2021年05月23日 
同安,中联观云溪,179.0,3室2厅,80.66平米,22192,南,中楼层/共18层,平层/精装,板塔结合 ,有,非共有 ,2021年05月23日 
同安,欣盛丰森林海,257.0,3室1厅,61.99平米,41459,南,高楼层/共9层,平层/精装,2017年建/板楼 ,有,非共有 ,2021年05月23日 
同安,禹洲香溪里7#地块,155.0,2室2厅,82.28平米,18839,北,高楼层/共32层,平层/精装,板楼 ,有,共有 ,2021年05月22日 
同安,中海万锦熙岸,243.0,3室2厅,108.41平米,22415,南北,中楼层/共34层,平层/精装,2015年建/板塔结合 ,有,共有 ,2021年05月22日 
同安,汀溪尚品,135.0,3室2厅,105.93平米,12745,南北,中楼层/共6层,平层/精装,2017年建/板楼 ,无,共有 ,2021年05月21日 
同安,彩虹湾,165.0,2室1厅,53.84平米,30647,东南,低楼层/共11层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年05月20日 
同安,彩虹湾,265.0,3室1厅,92.41平米,28677,东南,低楼层/共11层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年05月20日 
同安,中海万锦熙岸,208.0,3室2厅,88.45平米,23517,南,高楼层/共26层,平层/精装,板塔结合 ,有,共有 ,2021年05月19日 
同安,禹洲香溪里2#地块,145.0,2室1厅,84.41平米,17179,南,高楼层/共30层,平层/简装,塔楼 ,有,非共有 ,2021年05月19日 
同安,西安苑,181.0,3室2厅,106.43平米,17007,南,中楼层/共8层,平层/精装,塔楼 ,无,非共有 ,2021年05月18日 
同安,南门新村,292.0,6室2厅,196.06平米,14894,南北,高楼层/共8层,平层/精装,暂无数据 ,无,非共有 ,2021年05月18日 
同安,特房银溪春墅,206.0,2室2厅,82.23平米,25052,南,低楼层/共30层,平层/精装,2015年建/板塔结合 ,无,共有 ,2021年05月17日 
同安,中海万锦熙岸,200.0,3室2厅,85.76平米,23321,南,低楼层/共28层,平层/精装,板楼 ,有,非共有 ,2021年05月17日 
同安,欣盛丰森林海,330.0,3室1厅,117.92平米,27986,东南,高楼层/共34层,平层/毛坯,塔楼 ,有,非共有 ,2021年05月17日 
同安,印发花园,245.0,3室2厅,123.6平米,19823,南,低楼层/共7层,平层/精装,暂无数据 ,无,非共有 ,2021年05月17日 
同安,舒安居,167.0,3室2厅,98.95平米,16878,南北,高楼层/共8层,平层/精装,板楼 ,无,非共有 ,2021年05月16日 
同安,厦航高郡,198.0,2室1厅,66.2平米,29910,南,低楼层/共20层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年05月16日 
同安,金都海尚国际,169.7,1室1厅,55.59平米,30528,南,中楼层/共37层,平层/毛坯,2018年建/板楼 ,有,共有 ,2021年05月16日 
同安,恒亿尚品湾（3/4期）,337.0,3室2厅,83.75平米,40239,南,高楼层/共31层,平层/毛坯,板楼 ,有,非共有 ,2021年05月15日 
同安,巴厘香泉,116.0,3室2厅,89.93平米,12899,南北,低楼层/共33层,平层/精装,2015年建/板塔结合 ,有,共有 ,2021年05月14日 
同安,振兴小区,237.0,3室2厅,122平米,19427,南北,低楼层/共7层,平层/简装,暂无数据 ,无,非共有 ,2021年05月14日 
同安,巴厘香泉,84.0,2室1厅,56.62平米,14836,南,低楼层/共33层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年05月14日 
同安,国贸金沙湾,495.0,3室2厅,124.14平米,39875,南,中楼层/共30层,平层/精装,塔楼 ,有,非共有 ,2021年05月14日 
同安,禹洲香溪里2#地块,153.0,2室1厅,83.13平米,18405,南,中楼层/共30层,平层/毛坯,暂无数据 ,无,非共有 ,2021年05月13日 
同安,恒亿尚品湾（3/4期）,330.0,2室2厅,86.77平米,38032,南,中楼层/共28层,平层/精装,板楼 ,有,非共有 ,2021年05月12日 
同安,彩虹湾,158.0,2室1厅,53.85平米,29341,东南,中楼层/共11层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年05月11日 
同安,瑞祥小区,260.0,3室1厅,134平米,19403,南北,高楼层/共6层,平层/精装,2004年建/板楼 ,无,共有 ,2021年05月07日 
同安,禹洲香溪里2#地块,173.0,3室2厅,104.54平米,16549,南北,中楼层/共30层,平层/毛坯,塔楼 ,有,非共有 ,2021年05月06日 
同安,禹洲香溪里7#地块,165.0,3室2厅,101.76平米,16215,南北,中楼层/共26层,平层/毛坯,塔楼 ,有,非共有 ,2021年05月06日 
同安,中联观云溪,180.0,3室2厅,80平米,22500,南,高楼层/共15层,平层/精装,塔楼 ,有,非共有 ,2021年05月06日 
同安,中海万锦熙岸,225.0,3室2厅,88.08平米,25545,南,高楼层/共34层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年05月06日 
同安,陆丰安置房,205.0,3室2厅,96.69平米,21202,南,中楼层/共7层,平层/精装,暂无数据 ,无,非共有 ,2021年05月06日 
同安,中海万锦熙岸,215.0,3室2厅,88.08平米,24410,南北,低楼层/共34层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年05月06日 
同安,恒亿尚品湾（3/4期）,325.0,2室2厅,86.33平米,37647,南,低楼层/共31层,平层/毛坯,板楼 ,有,非共有 ,2021年05月06日 
同安,中海万锦熙岸,248.0,3室1厅,108.41平米,22877,东南,中楼层/共34层,平层/精装,2017年建/板塔结合 ,有,非共有 ,2021年05月04日 
同安,金都海尚国际,173.0,1室1厅,58.48平米,29583,南,中楼层/共34层,平层/简装,2015年建/板塔结合 ,有,非共有 ,2021年05月03日 
同安,中海万锦熙岸,219.0,3室2厅,85.76平米,25537,南,高楼层/共28层,平层/精装,板楼 ,有,共有 ,2021年05月03日 
同安,双溪公寓,179.8,3室2厅,123.12平米,14604,南北,中楼层/共8层,平层/精装,2005年建/板塔结合 ,无,共有 ,2021年05月01日 
同安,阳光美郡,165.0,3室1厅,85.34平米,19335,南,中楼层/共18层,平层/精装,板楼 ,有,非共有 ,2021年05月01日 
同安,中海万锦熙岸,203.0,3室2厅,88.15平米,23029,南,高楼层/共34层,平层/精装,2015年建/板楼 ,有,共有 ,2021年05月01日 
同安,唐鸣祥福花园,189.0,3室2厅,110平米,17182,南,高楼层/共7层,平层/精装,板楼 ,无,非共有 ,2021年05月01日 
同安,中海万锦熙岸,230.0,3室1厅,86.84平米,26486,南,中楼层/共28层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年04月30日 
同安,大溪地二期,335.0,3室1厅,140平米,23929,南北,低楼层/共18层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年04月30日 
同安,建发中央天悦,363.0,4室2厅,138.16平米,26274,南北,高楼层/共32层,平层/毛坯,塔楼 ,有,非共有 ,2021年04月29日 
同安,中联观云溪,309.0,4室2厅,135.95平米,22729,南,中楼层/共20层,平层/毛坯,2017年建/板楼 ,有,非共有 ,2021年04月29日 
同安,中海万锦熙岸,169.0,2室1厅,74.16平米,22789,南,低楼层/共24层,平层/精装,板塔结合 ,有,非共有 ,2021年04月28日 
同安,中联观云溪,212.8,4室2厅,106.93平米,19901,南,低楼层/共20层,平层/毛坯,2017年建/板楼 ,有,共有 ,2021年04月28日 
同安,中联观云溪,199.0,3室2厅,95.77平米,20779,南,低楼层/共20层,平层/毛坯,2017年建/板楼 ,有,非共有 ,2021年04月28日 
同安,禹洲香溪里7#地块,185.0,3室2厅,104.6平米,17687,南,中楼层/共32层,平层/精装,板楼 ,有,非共有 ,2021年04月27日 
同安,彩虹湾,260.0,3室2厅,100.81平米,25792,东南,低楼层/共6层,平层/精装,板楼 ,无,非共有 ,2021年04月27日 
同安,中海万锦熙岸,220.0,3室2厅,87.66平米,25097,南,低楼层/共24层,平层/精装,板塔结合 ,有,共有 ,2021年04月25日 
同安,中海万锦熙岸,210.0,3室2厅,87.52平米,23995,南,低楼层/共24层,平层/精装,板塔结合 ,有,非共有 ,2021年04月25日 
同安,金帝中洲滨海城,303.0,2室2厅,97.61平米,31042,东南南,低楼层/共31层,平层/毛坯,板楼 ,有,共有 ,2021年04月24日 
同安,禹洲香溪里7#地块,160.0,2室2厅,85.23平米,18773,南,中楼层/共32层,平层/精装,板楼 ,有,非共有 ,2021年04月24日 
同安,中海万锦熙岸,210.0,3室2厅,88.15平米,23824,南,低楼层/共34层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年04月24日 
同安,芸溪居住公园(二期),315.0,3室1厅,152.6平米,20643,东南,低楼层/共12层,平层/简装,2010年建/板楼 ,有,共有 ,2021年04月24日 
同安,凤凰城,232.0,4室2厅,111.37平米,20832,南,中楼层/共6层,平层/简装,2008年建/板楼 ,无,非共有 ,2021年04月23日 
同安,后炉花园,230.0,3室2厅,124.51平米,18473,东南南,中楼层/共8层,平层/简装,板楼 ,无,共有 ,2021年04月23日 
同安,保利叁仟栋一期,395.0,3室2厅,106.17平米,37205,南北,低楼层/共6层,平层/精装,2018年建/板塔结合 ,有,非共有 ,2021年04月21日 
同安,厦航高郡,195.0,2室2厅,66.49平米,29328,南,中楼层/共20层,平层/精装,2013年建/板楼 ,有,共有 ,2021年04月21日 
同安,华森公园首府,248.0,3室1厅,88.13平米,28141,南,高楼层/共17层,平层/精装,塔楼 ,有,共有 ,2021年04月21日 
同安,中海万锦熙岸,228.0,3室2厅,88.35平米,25807,南北,高楼层/共28层,平层/精装,板楼 ,有,非共有 ,2021年04月21日 
同安,同安汽车大修厂宿舍楼,147.2,2室2厅,86.36平米,17045,南北,中楼层/共7层,平层/精装,暂无数据 ,无,非共有 ,2021年04月21日 
同安,巴厘香泉,88.0,2室2厅,58.05平米,15160,西南,低楼层/共33层,平层/毛坯,2015年建/板楼 ,有,共有 ,2021年04月20日 
同安,后炉花园,219.0,3室2厅,124.49平米,17592,南北,高楼层/共8层,平层/精装,暂无数据 ,无,非共有 ,2021年04月20日 
同安,城西一里,186.0,3室2厅,98.46平米,18891,南,高楼层/共6层,平层/精装,暂无数据 ,无,非共有 ,2021年04月19日 
同安,福星大地,187.0,3室2厅,133.98平米,13958,东南,高楼层/共8层,平层/精装,暂无数据 ,无,非共有 ,2021年04月18日 
同安,同安大唐世家一、二期,108.0,2室1厅,48平米,22500,南,中楼层/共7层,平层/简装,2000年建/塔楼 ,无,非共有 ,2021年04月18日 
同安,同城四季南座,230.0,3室2厅,86.67平米,26538,南北,中楼层/共17层,平层/精装,2012年建/板楼 ,有,共有 ,2021年04月18日 
同安,恒亿尚品湾（3/4期）,339.0,2室2厅,87.07平米,38935,南,中楼层/共28层,平层/精装,板楼 ,有,非共有 ,2021年04月17日 
同安,西池小区,197.0,3室2厅,132.16平米,14907,南北,高楼层/共8层,平层/简装,板楼 ,无,非共有 ,2021年04月17日 
同安,西溪里208-211号,196.0,3室2厅,147.17平米,13318,南北,高楼层/共7层,平层/精装,暂无数据 ,无,非共有 ,2021年04月16日 
同安,建发中央天悦,249.0,3室2厅,99.77平米,24958,南北,低楼层/共33层,平层/精装,塔楼 ,有,非共有 ,2021年04月15日 
同安,华森公园首府,220.0,2室2厅,82.27平米,26742,南东南,高楼层/共12层,平层/精装,塔楼 ,无,共有 ,2021年04月15日 
同安,禹洲香溪里7#地块,160.0,3室1厅,106.72平米,14993,南,中楼层/共32层,平层/毛坯,板楼 ,有,非共有 ,2021年04月15日 
同安,禹洲香溪里2#地块,145.0,2室2厅,82.22平米,17636,南,中楼层/共30层,平层/毛坯,塔楼 ,有,非共有 ,2021年04月15日 
同安,大溪地二期,359.0,3室2厅,140.64平米,25527,南,中楼层/共18层,平层/精装,2010年建/板楼 ,有,共有 ,2021年04月13日 
同安,禹洲香溪里7#地块,93.0,1室1厅,47.02平米,19779,南,高楼层/共23层,平层/毛坯,板楼 ,有,非共有 ,2021年04月12日 
同安,中海万锦熙岸,215.0,3室1厅,88.08平米,24410,南,低楼层/共34层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年04月12日 
同安,阳光美郡,195.0,3室2厅,98.59平米,19779,南北,高楼层/共18层,平层/精装,板楼 ,有,非共有 ,2021年04月12日 
同安,欣盛丰森林海,221.0,1室1厅,59.15平米,37363,南,低楼层/共34层,平层/毛坯,暂无数据 ,无,非共有 ,2021年04月12日 
同安,中联观云溪,224.9,3室1厅,97.54平米,23058,南北,高楼层/共16层,平层/精装,暂无数据 ,有,非共有 ,2021年04月11日 
同安,海西舜弘公馆,273.0,3室2厅,110平米,24819,南,低楼层/共25层,平层/精装,塔楼 ,有,非共有 ,2021年04月11日 
同安,航空祥郡,235.0,3室2厅,85.47平米,27496,南,高楼层/共28层,平层/毛坯,暂无数据 ,有,非共有 ,2021年04月09日 
同安,西城晶华,118.0,2室1厅,42.48平米,27778,北,高楼层/共18层,平层/精装,板楼 ,有,共有 ,2021年04月09日 
同安,城西二里,155.0,5室3厅,77.44平米,20016,南北,高楼层/共6层,平层/精装,板楼 ,无,非共有 ,2021年04月09日 
同安,后炉里,225.0,3室2厅,122.52平米,18365,南北,高楼层/共8层,平层/简装,板楼 ,无,非共有 ,2021年04月08日 
同安,巴厘香泉,72.0,1室1厅,58.11平米,12391,南,低楼层/共33层,平层/简装,2015年建/板塔结合 ,有,非共有 ,2021年04月07日 
同安,保利叁仟栋二期,380.0,3室2厅,96.3平米,39461,南,中楼层/共29层,平层/精装,板塔结合 ,有,共有 ,2021年04月07日 
同安,凤凰城,268.0,4室2厅,113.78平米,23555,南,低楼层/共11层,平层/简装,2008年建/板楼 ,有,非共有 ,2021年04月06日 
同安,欣发嘉园,183.0,2室2厅,107平米,17103,南,低楼层/共3层,平层/精装,2005年建/板楼 ,无,非共有 ,2021年04月06日 
同安,中联观云溪,234.6,3室2厅,108.18平米,21687,东南南,中楼层/共16层,平层/简装,暂无数据 ,有,非共有 ,2021年04月05日 
同安,中海万锦熙岸,316.0,4室2厅,126.89平米,24904,南,高楼层/共28层,平层/精装,板楼 ,有,共有 ,2021年04月05日 
同安,鸿福新村,218.0,3室2厅,126.07平米,17292,南北,中楼层/共6层,平层/精装,2003年建/板楼 ,无,非共有 ,2021年04月05日 
同安,新都花园,210.0,4室2厅,161平米,13044,南,中楼层/共6层,平层/精装,暂无数据 ,有,非共有 ,2021年04月03日 
同安,溢翔首府,320.0,2室2厅,83.2平米,38462,北,高楼层/共23层,平层/精装,2016年建/塔楼 ,有,非共有 ,2021年04月03日 
同安,特房银溪春墅,378.0,3室2厅,140.06平米,26989,南,低楼层/共27层,平层/简装,2015年建/塔楼 ,有,非共有 ,2021年04月02日 
同安,巴厘香泉,105.0,1室1厅,56.93平米,18444,东南,中楼层/共33层,平层/毛坯,2015年建/板塔结合 ,有,共有 ,2021年04月02日 
同安,保利叁仟栋一期,450.0,3室2厅,109.56平米,41074,东南,中楼层/共46层,平层/精装,板塔结合 ,有,非共有 ,2021年04月02日 
同安,禹洲香溪里5#地块,140.0,2室2厅,77.77平米,18002,南,中楼层/共16层,平层/毛坯,暂无数据 ,无,非共有 ,2021年04月02日 
同安,禹洲香溪里5#地块,148.0,2室2厅,77.13平米,19189,南,高楼层/共16层,平层/毛坯,暂无数据 ,无,非共有 ,2021年04月02日 
同安,古龙山语听溪,133.0,3室2厅,94.99平米,14002,南,中楼层/共13层,平层/毛坯,板楼 ,无,非共有 ,2021年04月02日 
