区域,小区,总价,房型,面积,单价,朝向,楼层位置,装修情况,建筑时间,是否有电梯,产权类型,挂牌时间
同安,禹洲香溪里7#地块,170.0,3室2厅,103.96平米,16353,西南,高楼层/共32层,平层/毛坯,暂无数据 ,有,非共有 ,2021年08月06日 
同安,禹洲香溪里1#地块,139.8,2室2厅,78.96平米,17706,东南,高楼层/共28层,平层/毛坯,暂无数据 ,无,非共有 ,2021年08月06日 
同安,禹洲香溪里2#地块,170.0,3室2厅,104.55平米,16261,西南,中楼层/共30层,平层/毛坯,2015年建/塔楼 ,有,非共有 ,2021年08月06日 
同安,禹洲香溪里7#地块,170.0,3室1厅,102.22平米,16631,西南,低楼层/共32层,平层/毛坯,暂无数据 ,有,共有 ,2021年08月06日 
同安,禹洲香溪里1#地块,136.0,2室1厅,81.77平米,16633,东南,低楼层/共32层,平层/毛坯,板楼 ,有,非共有 ,2021年08月06日 
同安,禹洲香溪里1#地块,195.0,3室1厅,104.43平米,18673,东南,高楼层/共31层,平层/毛坯,塔楼 ,有,非共有 ,2021年08月06日 
同安,禹洲香溪里1#地块,149.0,2室1厅,81.82平米,18211,东南,低楼层/共32层,平层/毛坯,2017年建/板楼 ,有,共有 ,2021年08月06日 
同安,禹洲香溪里7#地块,80.0,1室1厅,46平米,17392,东南,中楼层/共23层,平层/毛坯,板楼 ,有,非共有 ,2021年08月06日 
同安,金帝中洲滨海城,398.0,3室2厅,129.64平米,30701,南北,高楼层/共14层,平层/毛坯,板楼 ,有,共有 ,2021年08月05日 
同安,禹洲香溪里2#地块,158.0,3室2厅,81.68平米,19344,南,低楼层/共30层,平层/精装,塔楼 ,有,非共有 ,2021年08月04日 
同安,城西二里,165.0,3室1厅,80.29平米,20551,南北,高楼层/共6层,平层/精装,1990年建/板楼 ,无,非共有 ,2021年08月04日 
同安,振兴小区,210.0,3室2厅,101.75平米,20639,南,中楼层/共7层,平层/精装,暂无数据 ,无,共有 ,2021年08月04日 
同安,中福花园,195.0,3室2厅,122.45平米,15925,南,中楼层/共8层,平层/精装,1999年建/塔楼 ,无,共有 ,2021年08月03日 
同安,公园道1号,280.0,3室2厅,89.6平米,31251,南北,低楼层/共24层,平层/精装,2012年建/板楼 ,有,非共有 ,2021年08月03日 
同安,汀溪尚品,132.0,3室2厅,109.5平米,12055,南北,低楼层/共6层,平层/精装,2017年建/板塔结合 ,无,共有 ,2021年08月03日 
同安,恒亿尚品湾（1/2/5/6期）,330.0,2室1厅,64.7平米,51005,东南,高楼层/共18层,平层/精装,2017年建/板楼 ,有,非共有 ,2021年08月02日 
同安,同安大唐世家一、二期,179.0,2室2厅,90.34平米,19815,南,低楼层/共7层,平层/简装,2000年建/塔楼 ,无,非共有 ,2021年08月02日 
同安,欣盛丰森林海,350.0,3室2厅,107.65平米,32513,南,高楼层/共34层,平层/精装,暂无数据 ,无,非共有 ,2021年07月31日 
同安,彩虹湾,252.0,2室1厅,89.45平米,28173,南,高楼层/共6层,平层/精装,板楼 ,有,共有 ,2021年07月31日 
同安,特房银溪春墅,92.0,1室1厅,35.49平米,25923,南,低楼层/共32层,平层/精装,板塔结合 ,有,非共有 ,2021年07月31日 
同安,祥顺新村一期,194.8,2室2厅,97.24平米,20033,南,中楼层/共4层,平层/精装,2014年建/板楼 ,无,非共有 ,2021年07月29日 
同安,居安里,230.0,3室2厅,127.85平米,17990,南北,中楼层/共8层,平层/精装,暂无数据 ,无,非共有 ,2021年07月28日 
同安,华福楼,210.0,3室2厅,145.12平米,14471,南北,高楼层/共7层,平层/简装,暂无数据 ,无,非共有 ,2021年07月28日 
同安,恒亿尚品湾（3/4期）,465.0,3室2厅,114.53平米,40601,南,中楼层/共26层,平层/精装,板楼 ,有,共有 ,2021年07月28日 
同安,新景城市天骄,236.0,3室2厅,103.85平米,22726,南,高楼层/共17层,平层/精装,暂无数据 ,无,共有 ,2021年07月27日 
同安,银星花园,209.0,3室2厅,123.54平米,16918,南,高楼层/共8层,平层/精装,2003年建/板楼 ,无,非共有 ,2021年07月27日 
同安,中联观云溪,218.0,3室2厅,93.09平米,23419,南,中楼层/共18层,平层/简装,板塔结合 ,有,非共有 ,2021年07月27日 
同安,聚发新村,155.0,2室2厅,93.35平米,16605,南北,高楼层/共6层,平层/简装,暂无数据 ,无,非共有 ,2021年07月27日 
同安,溢翔首府,283.0,2室2厅,83.1平米,34056,东南,低楼层/共23层,平层/精装,2016年建/塔楼 ,有,共有 ,2021年07月26日 
同安,航空祥郡,220.0,3室2厅,84.37平米,26076,南,低楼层/共28层,平层/简装,板塔结合 ,有,非共有 ,2021年07月26日 
同安,中海万锦熙岸,179.0,2室2厅,74.31平米,24089,南,中楼层/共24层,平层/精装,板塔结合 ,有,非共有 ,2021年07月25日 
同安,恒亿尚品湾（1/2/5/6期）,365.0,3室2厅,91.57平米,39861,南,低楼层/共25层,平层/精装,板楼 ,有,共有 ,2021年07月25日 
同安,汀溪尚品,139.0,3室2厅,109.5平米,12695,南,中楼层/共6层,平层/精装,2017年建/板楼 ,无,共有 ,2021年07月25日 
同安,居安里,260.0,4室2厅,144.88平米,17946,南,高楼层/共8层,平层/精装,暂无数据 ,无,非共有 ,2021年07月24日 
同安,华森公园首府,195.0,3室2厅,82.51平米,23634,南,高楼层/共12层,平层/简装,塔楼 ,无,非共有 ,2021年07月24日 
同安,后炉花园,250.0,4室2厅,147.49平米,16951,东南,高楼层/共8层,平层/其他,暂无数据 ,无,非共有 ,2021年07月24日 
同安,禹洲香溪里4#地块,210.0,3室2厅,105.24平米,19955,南,高楼层/共32层,平层/精装,塔楼 ,有,非共有 ,2021年07月23日 
同安,金帝中洲滨海城,360.0,3室2厅,115.94平米,31051,南北,中楼层/共31层,平层/毛坯,板楼 ,有,非共有 ,2021年07月23日 
同安,金帝中洲滨海城,410.0,3室2厅,135.6平米,30236,南,中楼层/共31层,平层/毛坯,板楼 ,有,非共有 ,2021年07月23日 
同安,金都海尚国际,172.0,1室0厅,57.7平米,29810,东南,中楼层/共40层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年07月23日 
同安,古庄新城一期,245.0,3室2厅,149.9平米,16345,南,中楼层/共6层,平层/精装,板楼 ,无,共有 ,2021年07月23日 
同安,振兴小区,201.9,3室2厅,109.22平米,18486,南,中楼层/共7层,平层/简装,暂无数据 ,无,非共有 ,2021年07月23日 
同安,居安里,270.0,3室2厅,184.15平米,14662,南,高楼层/共4层,平层/精装,暂无数据 ,无,非共有 ,2021年07月23日 
同安,舒安居,169.0,3室2厅,117.42平米,14393,南,中楼层/共7层,平层/简装,板楼 ,无,非共有 ,2021年07月23日 
同安,城西二里,168.0,3室2厅,95.02平米,17681,南,高楼层/共8层,平层/简装,板楼 ,无,非共有 ,2021年07月23日 
同安,舒安里,146.0,3室2厅,93.85平米,15557,南,高楼层/共7层,平层/简装,暂无数据 ,无,非共有 ,2021年07月23日 
同安,华泰广场,275.0,4室2厅,150.18平米,18312,南,高楼层/共8层,平层/简装,塔楼 ,无,非共有 ,2021年07月23日 
同安,振兴小区,228.0,3室2厅,106.19平米,21471,南,高楼层/共7层,平层/精装,暂无数据 ,无,非共有 ,2021年07月23日 
同安,振兴小区,230.0,3室2厅,98.29平米,23401,南,中楼层/共8层,平层/简装,板楼 ,无,非共有 ,2021年07月23日 
同安,禹洲香溪里7#地块,135.0,2室2厅,81.2平米,16626,东南,低楼层/共29层,平层/毛坯,板楼 ,有,共有 ,2021年07月22日 
同安,同安大唐世家一、二期,204.5,3室2厅,109.52平米,18673,南北,低楼层/共3层,平层/精装,暂无数据 ,无,共有 ,2021年07月22日 
同安,城北新村,92.0,2室1厅,58.29平米,15784,南北,高楼层/共6层,平层/简装,暂无数据 ,无,非共有 ,2021年07月22日 
同安,金都海尚国际,190.0,1室0厅,60.3平米,31510,东南,高楼层/共40层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年07月22日 
同安,中海万锦熙岸,215.8,3室2厅,88.1平米,24495,南,中楼层/共33层,平层/精装,板塔结合 ,有,非共有 ,2021年07月21日 
同安,芸溪居住公园(三期),220.0,3室2厅,96.32平米,22841,南,低楼层/共17层,平层/精装,2011年建/暂无数据 ,无,非共有 ,2021年07月21日 
同安,恒亿尚品湾（3/4期）,514.0,4室2厅,130.53平米,39378,南,中楼层/共26层,平层/精装,板楼 ,有,共有 ,2021年07月21日 
同安,特房银溪春墅,110.0,3室2厅,35.7平米,30813,南,高楼层/共31层,平层/精装,板塔结合 ,有,非共有 ,2021年07月20日 
同安,特房银溪春墅,240.0,3室2厅,82.99平米,28920,南,高楼层/共31层,平层/精装,板塔结合 ,有,非共有 ,2021年07月20日 
同安,金帝中洲滨海城,320.0,2室1厅,91.67平米,34908,南,中楼层/共31层,平层/精装,板楼 ,有,非共有 ,2021年07月20日 
同安,国贸金沙湾,340.0,2室2厅,89.33平米,38062,南,低楼层/共30层,平层/精装,塔楼 ,有,非共有 ,2021年07月20日 
同安,中海万锦熙岸,203.0,3室2厅,88.45平米,22951,南,低楼层/共26层,平层/精装,板塔结合 ,有,非共有 ,2021年07月20日 
同安,保利叁仟栋二期,366.0,3室2厅,95.69平米,38249,南北,低楼层/共26层,平层/简装,板塔结合 ,有,非共有 ,2021年07月20日 
同安,厦航高郡,206.0,2室1厅,66.2平米,31118,南,低楼层/共20层,平层/精装,2013年建/板楼 ,有,共有 ,2021年07月19日 
同安,保利叁仟栋一期,399.5,3室2厅,107.84平米,37046,南北,低楼层/共46层,平层/精装,2018年建/板塔结合 ,有,非共有 ,2021年07月19日 
同安,金利蓝湾新城,198.0,3室2厅,92.2平米,21476,南北,低楼层/共18层,平层/精装,2010年建/板楼 ,无,非共有 ,2021年07月18日 
同安,华森公园首府,403.8,5室0厅,89.68平米,45027,南东西,低楼层/共16层,平层/精装,塔楼 ,无,非共有 ,2021年07月18日 
同安,金利蓝湾新城,213.0,3室2厅,93.17平米,22862,北南,中楼层/共18层,平层/精装,2010年建/板楼 ,有,共有 ,2021年07月18日 
同安,古龙山语听溪,118.0,3室2厅,83.64平米,14109,南,中楼层/共13层,平层/毛坯,板楼 ,无,非共有 ,2021年07月18日 
同安,同安大唐世家六期,116.0,3室2厅,53.25平米,21785,南,高楼层/共7层,平层/精装,板塔结合 ,无,非共有 ,2021年07月18日 
同安,银城明珠,225.0,3室2厅,121.36平米,18540,南,低楼层/共9层,平层/精装,2005年建/板塔结合 ,有,非共有 ,2021年07月17日 
同安,金利蓝湾新城,198.0,3室2厅,90.85平米,21795,南,中楼层/共18层,平层/简装,2010年建/板楼 ,有,共有 ,2021年07月17日 
同安,华清中心城(二期),190.0,3室2厅,125.53平米,15136,南北,高楼层/共8层,平层/精装,板楼 ,无,共有 ,2021年07月17日 
同安,特房银溪春墅,218.0,2室2厅,82.23平米,26512,南,低楼层/共30层,平层/精装,2015年建/板塔结合 ,无,非共有 ,2021年07月17日 
同安,溢翔首府,450.0,3室2厅,117.22平米,38390,南,低楼层/共23层,平层/精装,2016年建/塔楼 ,有,共有 ,2021年07月16日 
同安,聚发新村,150.0,3室2厅,113.11平米,13262,南,中楼层/共8层,平层/简装,暂无数据 ,无,非共有 ,2021年07月16日 
同安,金帝中洲滨海城,310.0,2室2厅,94.79平米,32704,南,中楼层/共31层,平层/精装,板楼 ,有,非共有 ,2021年07月16日 
同安,特房银溪春墅,206.0,2室2厅,81.96平米,25135,南,中楼层/共31层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年07月15日 
同安,溢翔首府,203.0,1室1厅,40.27平米,50410,北,高楼层/共26层,平层/精装,塔楼 ,有,非共有 ,2021年07月15日 
同安,中海万锦熙岸,172.8,2室2厅,74.33平米,23248,南,中楼层/共24层,平层/精装,板塔结合 ,有,非共有 ,2021年07月14日 
同安,古庄新城二期,235.0,3室2厅,122.41平米,19198,南,低楼层/共15层,平层/精装,板楼 ,无,共有 ,2021年07月14日 
同安,禹洲阳光花城,168.0,2室2厅,76.36平米,22002,南,高楼层/共16层,平层/精装,板塔结合 ,无,非共有 ,2021年07月14日 
同安,长荣花园,160.0,2室2厅,59.2平米,27028,南,高楼层/共17层,平层/精装,2013年建/板楼 ,有,共有 ,2021年07月14日 
同安,同安大唐世家六期,96.0,2室1厅,48.62平米,19745,东西,中楼层/共7层,平层/精装,板塔结合 ,无,非共有 ,2021年07月13日 
同安,银城明珠,112.0,2室1厅,56.11平米,19961,东,高楼层/共6层,平层/精装,2005年建/板塔结合 ,无,非共有 ,2021年07月13日 
同安,禹洲香溪里4#地块,168.0,3室2厅,100.6平米,16700,东南,低楼层/共29层,平层/精装,塔楼 ,有,非共有 ,2021年07月13日 
同安,航空祥郡,227.0,3室2厅,84.43平米,26887,南,低楼层/共28层,平层/毛坯,板塔结合 ,有,非共有 ,2021年07月13日 
同安,芸溪居住公园(二期),380.0,4室2厅,170.93平米,22232,南北,中楼层/共11层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年07月12日 
同安,同安大唐世家六期,108.0,2室1厅,51.6平米,20931,西,高楼层/共7层,平层/简装,板塔结合 ,无,非共有 ,2021年07月12日 
同安,特房银溪春墅,206.0,2室2厅,81.84平米,25172,东南北,高楼层/共31层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年07月12日 
同安,禹洲香溪里4#地块,146.0,2室1厅,82.63平米,17670,南,中楼层/共19层,平层/精装,暂无数据 ,有,非共有 ,2021年07月12日 
同安,银华新村,100.0,2室1厅,60.31平米,16581,南,高楼层/共6层,平层/精装,1996年建/暂无数据 ,无,共有 ,2021年07月12日 
同安,建发中央天悦,248.0,4室2厅,94.46平米,26255,南,高楼层/共18层,平层/精装,塔楼 ,有,非共有 ,2021年07月11日 
同安,金都海尚国际,299.0,2室2厅,83.34平米,35878,东南,中楼层/共35层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年07月10日 
同安,航空祥郡,216.0,3室2厅,84.81平米,25469,南,低楼层/共28层,平层/毛坯,板塔结合 ,有,非共有 ,2021年07月10日 
同安,巴厘香泉,75.0,2室2厅,57.36平米,13076,南西南,低楼层/共30层,平层/毛坯,2015年建/板楼 ,有,共有 ,2021年07月10日 
同安,同发大厦,260.0,3室2厅,143.05平米,18176,南,高楼层/共11层,平层/精装,板楼 ,无,非共有 ,2021年07月09日 
同安,溢翔首府,197.0,1室1厅,40.48平米,48667,东北,中楼层/共23层,平层/精装,2016年建/板楼 ,有,共有 ,2021年07月09日 
同安,中海万锦熙岸,315.0,4室1厅,129.42平米,24340,南,中楼层/共28层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年07月09日 
同安,禹洲香溪里1#地块,145.0,2室1厅,82.57平米,17561,南,高楼层/共30层,平层/毛坯,塔楼 ,有,共有 ,2021年07月08日 
同安,金都海尚国际,150.5,1室0厅,57.68平米,26093,东南,低楼层/共40层,平层/精装,2018年建/板楼 ,有,共有 ,2021年07月08日 
同安,中海万锦熙岸,206.0,3室2厅,86.84平米,23722,东南,低楼层/共28层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年07月08日 
同安,新景城市天骄,253.0,3室2厅,109.33平米,23141,南北,高楼层/共17层,平层/简装,暂无数据 ,无,非共有 ,2021年07月08日 
同安,祥顺新村一期,150.0,2室1厅,65.2平米,23007,南,高楼层/共5层,平层/精装,2014年建/板楼 ,无,非共有 ,2021年07月08日 
同安,长荣花园,155.0,2室1厅,59.19平米,26187,东南,中楼层/共17层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年07月08日 
同安,后炉里,190.0,2室2厅,88.69平米,21423,南,低楼层/共8层,平层/精装,板楼 ,无,非共有 ,2021年07月08日 
同安,欣盛丰森林海,320.0,3室2厅,112.86平米,28354,西南,高楼层/共34层,平层/毛坯,暂无数据 ,无,共有 ,2021年07月08日 
同安,福星大地,212.0,3室1厅,144.87平米,14634,南北,中楼层/共6层,平层/精装,暂无数据 ,无,非共有 ,2021年07月07日 
同安,恒亿尚品湾（1/2/5/6期）,358.0,2室1厅,91.61平米,39079,西南,中楼层/共30层,平层/毛坯,2017年建/板楼 ,有,非共有 ,2021年07月07日 
同安,西池小区,148.0,3室2厅,96.46平米,15344,南,高楼层/共7层,平层/精装,暂无数据 ,无,非共有 ,2021年07月07日 
同安,厦航同城湾,102.8,1室1厅,46.98平米,21882,北,低楼层/共24层,平层/精装,2009年建/板楼 ,有,共有 ,2021年07月07日 
同安,中海万锦熙岸,245.5,3室2厅,108.2平米,22690,东南,低楼层/共34层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年07月06日 
同安,厦航同城湾,219.9,3室2厅,95.42平米,23046,南,低楼层/共18层,平层/精装,2009年建/板楼 ,有,非共有 ,2021年07月06日 
同安,凤凰城,280.0,3室2厅,117.25平米,23881,南,高楼层/共17层,平层/毛坯,2008年建/板楼 ,有,非共有 ,2021年07月06日 
同安,华森公园首府,230.0,2室2厅,88.82平米,25896,南,高楼层/共16层,平层/精装,塔楼 ,有,共有 ,2021年07月06日 
同安,阳光美郡,147.0,2室2厅,81.24平米,18095,东北,高楼层/共18层,平层/精装,板楼 ,有,共有 ,2021年07月05日 
同安,欣盛丰森林海,325.0,3室2厅,110平米,29546,东南,高楼层/共34层,平层/毛坯,暂无数据 ,无,非共有 ,2021年07月05日 
同安,金帝中洲滨海城,345.0,3室2厅,96.64平米,35700,南,中楼层/共31层,平层/精装,板楼 ,有,共有 ,2021年07月05日 
同安,聚发新村,180.0,3室2厅,130.58平米,13785,北,中楼层/共7层,平层/简装,暂无数据 ,无,非共有 ,2021年07月04日 
同安,恒亿尚品湾（3/4期）,335.0,3室1厅,86.77平米,38608,南,高楼层/共28层,平层/精装,板楼 ,有,非共有 ,2021年07月04日 
同安,银城明珠,118.0,2室1厅,57.54平米,20508,南,高楼层/共6层,平层/精装,2005年建/板塔结合 ,无,非共有 ,2021年07月03日 
同安,保利叁仟栋一期,435.0,3室2厅,109.56平米,39705,南,低楼层/共46层,平层/精装,板塔结合 ,有,非共有 ,2021年07月03日 
同安,中联观云溪,216.0,3室2厅,97.54平米,22145,南,中楼层/共16层,平层/精装,暂无数据 ,有,非共有 ,2021年07月03日 
同安,凤凰城,194.7,3室2厅,89.55平米,21743,南,低楼层/共6层,平层/简装,2008年建/板楼 ,无,非共有 ,2021年07月03日 
同安,华清中心城(二期),173.0,2室2厅,91.34平米,18941,东南南,高楼层/共8层,平层/精装,板楼 ,无,共有 ,2021年07月03日 
同安,银城佳园,213.8,3室2厅,131.83平米,16218,南,高楼层/共8层,平层/简装,板楼 ,无,非共有 ,2021年07月02日 
同安,磐金锦绣江南,115.8,1室1厅,51.21平米,22613,西南,低楼层/共6层,平层/精装,暂无数据 ,无,共有 ,2021年07月02日 
同安,禹洲香溪里2#地块,135.0,2室2厅,85.81平米,15733,南,中楼层/共19层,平层/毛坯,塔楼 ,有,非共有 ,2021年07月02日 
同安,中海万锦熙岸,265.0,3室2厅,108.38平米,24452,南北,中楼层/共34层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年07月01日 
同安,巴厘香泉,116.0,3室2厅,87.72平米,13224,南,低楼层/共33层,平层/毛坯,2015年建/板塔结合 ,有,共有 ,2021年07月01日 
同安,恒亿尚品湾（3/4期）,308.0,2室1厅,91.27平米,33747,东南,低楼层/共26层,平层/毛坯,板楼 ,有,非共有 ,2021年06月30日 
同安,厦航同城湾,155.0,2室2厅,63.78平米,24303,西东南,中楼层/共24层,平层/精装,2009年建/板楼 ,有,非共有 ,2021年06月30日 
同安,彩虹湾,280.0,3室2厅,92平米,30435,东南,中楼层/共11层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年06月29日 
同安,禹洲阳光花城,221.9,3室2厅,106.34平米,20868,南北,低楼层/共16层,平层/精装,板塔结合 ,有,共有 ,2021年06月28日 
同安,溢翔首府,193.0,1室1厅,40.48平米,47678,北,中楼层/共23层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年06月27日 
同安,禹洲阳光花城,220.0,3室2厅,90.59平米,24286,南北,高楼层/共17层,平层/精装,板塔结合 ,无,非共有 ,2021年06月27日 
同安,禹洲香溪里1#地块,135.0,2室2厅,80.81平米,16706,南,低楼层/共30层,平层/毛坯,塔楼 ,有,非共有 ,2021年06月24日 
同安,城西一里,128.0,2室1厅,58.43平米,21907,南,高楼层/共6层,平层/简装,暂无数据 ,无,共有 ,2021年06月23日 
同安,九曜山家园,195.0,3室2厅,112.09平米,17397,南北,中楼层/共7层,平层/精装,2010年建/暂无数据 ,无,非共有 ,2021年06月22日 
同安,保利叁仟栋二期,365.0,3室2厅,96平米,38021,东南,低楼层/共29层,平层/精装,板塔结合 ,有,共有 ,2021年06月22日 
同安,禹洲香溪里7#地块,148.0,2室1厅,82.53平米,17933,北西,低楼层/共26层,平层/精装,塔楼 ,有,共有 ,2021年06月22日 
同安,溢翔首府,291.0,2室2厅,86.15平米,33779,东北,中楼层/共23层,平层/精装,2016年建/塔楼 ,有,非共有 ,2021年06月20日 
同安,厦航高郡,260.0,2室1厅,69.45平米,37438,北,中楼层/共20层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年06月20日 
同安,保利叁仟栋一期,450.0,3室2厅,108.03平米,41656,南北,高楼层/共46层,平层/精装,板塔结合 ,有,共有 ,2021年06月19日 
同安,特房银溪春墅,219.0,3室2厅,80.83平米,27094,南,中楼层/共30层,平层/精装,2015年建/板塔结合 ,无,非共有 ,2021年06月19日 
同安,禹洲香溪里4#地块,260.0,4室2厅,139.88平米,18588,南北,高楼层/共32层,平层/精装,塔楼 ,有,非共有 ,2021年06月18日 
同安,金利蓝湾新城,193.0,3室2厅,87.55平米,22045,南东西,高楼层/共18层,平层/简装,2010年建/板楼 ,有,非共有 ,2021年06月17日 
同安,岳口小区,175.0,3室2厅,122.57平米,14278,南北,中楼层/共8层,平层/简装,1996年建/塔楼 ,无,非共有 ,2021年06月16日 
同安,育安,158.99,3室2厅,104.39平米,15231,南北,高楼层/共7层,平层/简装,暂无数据 ,无,非共有 ,2021年06月16日 
同安,城西一里,130.0,2室1厅,73平米,17809,南,高楼层/共6层,平层/简装,暂无数据 ,无,非共有 ,2021年06月16日 
同安,彩虹湾,280.0,3室2厅,91.98平米,30442,南北,中楼层/共11层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年06月16日 
同安,芸溪居住公园(四期),368.0,3室2厅,131平米,28092,南北,高楼层/共17层,平层/毛坯,2004年建/塔楼 ,无,共有 ,2021年06月15日 
同安,城西二里,156.0,3室1厅,83.32平米,18723,南,中楼层/共6层,平层/简装,暂无数据 ,无,非共有 ,2021年06月15日 
同安,陆丰嘉园,123.0,2室2厅,61.48平米,20007,南北,高楼层/共6层,平层/精装,暂无数据 ,无,共有 ,2021年06月15日 
同安,国贸金沙湾,400.0,3室2厅,89.26平米,44813,南,高楼层/共31层,平层/精装,板楼 ,有,非共有 ,2021年06月14日 
同安,溢翔首府,295.0,2室2厅,84.19平米,35040,南,低楼层/共23层,平层/精装,2016年建/塔楼 ,有,共有 ,2021年06月14日 
同安,阳光清境,222.0,3室2厅,88.63平米,25048,南北,高楼层/共18层,平层/精装,2009年建/塔楼 ,有,非共有 ,2021年06月14日 
同安,彩虹湾,258.0,3室2厅,89.7平米,28763,南北,中楼层/共11层,平层/精装,2008年建/板楼 ,有,非共有 ,2021年06月14日 
同安,阳光美郡,152.0,2室2厅,81.24平米,18710,南,中楼层/共18层,平层/精装,板楼 ,有,共有 ,2021年06月13日 
同安,金都海尚国际,168.0,1室1厅,61.06平米,27514,东南,低楼层/共40层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年06月12日 
同安,印发花园,205.0,3室2厅,119.1平米,17213,东南,高楼层/共7层,平层/简装,2002年建/暂无数据 ,无,非共有 ,2021年06月12日 
同安,人事局宿舍楼,163.0,3室2厅,110.34平米,14773,南,低楼层/共7层,平层/精装,暂无数据 ,无,共有 ,2021年06月12日 
同安,欣盛丰森林海,360.0,3室2厅,115.98平米,31040,南北,中楼层/共30层,平层/毛坯,塔楼 ,有,非共有 ,2021年06月12日 
同安,国贸金沙湾,480.0,3室2厅,123.82平米,38766,东南,低楼层/共32层,平层/简装,2015年建/板楼 ,有,共有 ,2021年06月11日 
同安,溢翔首府,425.0,3室2厅,117.73平米,36100,东南,高楼层/共23层,平层/精装,2016年建/塔楼 ,有,非共有 ,2021年06月11日 
同安,禹洲香溪里7#地块,85.0,1室1厅,47.08平米,18055,南,高楼层/共24层,平层/毛坯,2016年建/板楼 ,有,非共有 ,2021年06月10日 
同安,和祥苑,189.9,3室2厅,118.6平米,16012,南,低楼层/共7层,平层/精装,暂无数据 ,无,共有 ,2021年06月10日 
同安,中联观云溪,260.0,3室2厅,97.54平米,26656,南,高楼层/共20层,平层/毛坯,2015年建/板楼 ,有,非共有 ,2021年06月09日 
同安,华森公园首府,213.0,3室2厅,90.28平米,23594,南,低楼层/共17层,平层/精装,塔楼 ,有,共有 ,2021年06月09日 
同安,建发中央天悦,202.0,2室1厅,77.36平米,26112,南,低楼层/共32层,平层/精装,暂无数据 ,无,非共有 ,2021年06月09日 
同安,长荣花园,148.0,2室1厅,59.25平米,24979,南西南,低楼层/共17层,平层/简装,2013年建/板楼 ,有,非共有 ,2021年06月09日 
同安,西池小区,147.5,3室1厅,94平米,15692,南,低楼层/共7层,平层/精装,2000年建/板楼 ,无,共有 ,2021年06月09日 
同安,特房银溪春墅,205.0,2室2厅,81.03平米,25300,南北,高楼层/共31层,平层/简装,2015年建/板塔结合 ,有,非共有 ,2021年06月08日 
同安,金帝中洲滨海城,300.0,2室2厅,91.61平米,32748,南,低楼层/共31层,平层/毛坯,板楼 ,有,共有 ,2021年06月08日 
同安,厦航高郡,226.0,3室1厅,71平米,31831,南,低楼层/共20层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年06月08日 
同安,古龙山语听溪,115.0,2室2厅,83.64平米,13750,南北,低楼层/共13层,平层/毛坯,2015年建/板楼 ,无,共有 ,2021年06月08日 
同安,同城四季南座,227.0,3室2厅,88.46平米,25662,南北,高楼层/共16层,平层/精装,2012年建/板楼 ,有,非共有 ,2021年06月07日 
同安,禹洲香溪里1#地块,135.0,2室1厅,78.73平米,17148,南,低楼层/共28层,平层/毛坯,暂无数据 ,无,非共有 ,2021年06月07日 
同安,南门里,135.0,2室1厅,77.13平米,17503,南北,高楼层/共7层,平层/精装,暂无数据 ,无,非共有 ,2021年06月07日 
同安,金帝中洲滨海城,320.0,3室2厅,115.39平米,27733,南北,低楼层/共31层,暂无数据/精装,2015年建/板楼 ,有,共有 ,2021年06月06日 
同安,岳口小区,205.0,3室2厅,114.28平米,17939,北南,低楼层/共6层,平层/精装,2004年建/板楼 ,无,共有 ,2021年06月06日 
同安,中福花园,195.0,3室2厅,113.64平米,17160,南,高楼层/共7层,平层/精装,板楼 ,无,非共有 ,2021年06月06日 
同安,保利叁仟栋一期,326.0,3室2厅,95.46平米,34151,南,低楼层/共46层,平层/精装,板塔结合 ,有,非共有 ,2021年06月05日 
同安,城北新村,145.0,3室2厅,101.57平米,14276,南北,中楼层/共7层,平层/简装,板塔结合 ,无,非共有 ,2021年06月04日 
同安,凤凰城,108.0,2室1厅,40.2平米,26866,南,高楼层/共6层,平层/精装,2008年建/板楼 ,无,非共有 ,2021年06月04日 
同安,恒亿尚品湾（3/4期）,337.0,3室2厅,82.65平米,40775,东南,低楼层/共28层,平层/精装,板楼 ,有,非共有 ,2021年06月04日 
同安,鹭洲花园,210.0,3室2厅,133.03平米,15786,北,中楼层/共7层,平层/精装,2000年建/暂无数据 ,无,非共有 ,2021年06月04日 
同安,金利蓝湾新城,205.0,3室2厅,91.27平米,22461,南,低楼层/共15层,平层/精装,2010年建/板楼 ,有,共有 ,2021年06月03日 
