本数据由邢不行整理,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
166301.OF,,,,,,0.10107949,0.258467023,0.65509915,-0.078733419,0.146307478,-0.147893031,0.695197337,0.774193548,0.336285
005293.OF,,,,,,,,,,,,0.368447708,0.773778682,0.104794
005544.OF,,,,,,,,,,,,0.518058691,0.773680297,-0.060236
512810.OF,,,,,,,,,,-0.122451181,-0.283009589,0.252572016,0.773442847,0.052567
530011.OF,,,,-0.175473579,0.099153567,0.067106711,0.349699177,0.225063907,-0.112704868,0.30553328,-0.217369138,0.478990201,0.773051603,-0.01231
000831.OF,,,,,,,,0.593023256,-0.2256691,0.150824823,-0.202047782,0.608212147,0.772340426,0.259004
002213.OF,,,,,,,,,0,0.032,-0.214639729,0.526637777,0.77233261,0.245984
512560.OF,,,,,,,,,,,-0.277683316,0.203619244,0.772032759,-0.000483
690005.OF,,,,,0.022849462,0.077529566,0.279268293,0.546234509,-0.15782984,0.301610542,-0.264341957,0.728005315,0.771389025,-0.081197
000649.OF,,,,,,,,0.203257988,-0.023233301,0.019821606,-0.019727891,0.206701695,0.771114032,-0.033909
006868.OF,,,,,,,,,,,,,0.770524057,-0.031872
003145.OF,,,,,,,,,,0.026949415,-0.371907937,0.604280822,0.769879389,0.258292
006408.OF,,,,,,,,,,,,0.410517896,0.769279841,-0.004968
007063.OF,,,,,,,,,,,,,0.769200032,0.082618
519644.OF,,,,,,,,,-0.148554337,0.134660422,-0.179566563,0.704402516,0.76900369,0.105549
001276.OF,,,,,,,,,-0.16004415,0.103810775,-0.221428571,0.290519878,0.767772512,0.180965
006364.OF,,,,,,,,,,,,,0.767618303,-0.109828
004634.OF,,,,,,,,,,,-0.14570466,0.401358309,0.767294614,0.016409
004846.OF,,,,,,,,,,,-0.436959398,0.455991325,0.767130089,0.026061
005409.OF,,,,,,,,,,,,0.369164472,0.766567582,0.153271
000751.OF,,,,,,,,0.567779961,-0.077067669,0.469110659,-0.201478743,0.767361111,0.765880812,-0.061376
001236.OF,,,,,,,,,-0.118093174,0.144963145,-0.182403433,0.490813648,0.76584507,0.140578
006039.OF,,,,,,,,,,,,0.463292244,0.765618011,0.130848
000679.OF,,,,,,,,0.148997135,-0.011637573,0.010933558,-0.163893511,0.243781095,0.7656,-0.062075
000477.OF,,,,,,,,0.660944206,-0.158139535,0.15592388,-0.355284121,0.305601318,0.76466877,-0.070075
502056.OF,,,,,,,,,-0.20878374,-0.093993794,-0.105642914,0.470583016,0.764192488,0.001663
003238.OF,,,,,,,,,,,-0.162531539,0.776173738,0.763870238,0.030452
001718.OF,,,,,,,,,,0.218181818,-0.147761194,0.500875657,0.763710618,0.253721
001301.OF,,,,,,,,,-0.148456057,0.082287308,-0.295103093,0.427787934,0.7631242,0.721859
180018.OF,,,0.020797227,-0.201188455,0.074388948,0.237388724,0.377298161,0.114335461,-0.0640625,0.230383973,-0.175938489,0.442371021,0.762937595,-0.009281
006385.OF,,,,,,,,,,,,0.262606091,0.762198497,-0.057667
000452.OF,,,,,,,,0.67789874,-0.071001991,0.096428571,-0.091856677,0.446915351,0.762022806,0.212718
000742.OF,,,,,,,,0.711711712,0.00164344,0.534898085,-0.322005218,0.35557941,0.761875,0.013125
006336.OF,,,,,,,,,,,,,0.761707227,-0.062006
163818.OF,,,,,-0.058882236,0.115588547,0.209125475,0.441823899,-0.253544166,0.055514974,-0.279584775,0.473583093,0.761408083,0.19171
006314.OF,,,,,,,,,,,,,0.761176471,0.219773
008371.OF,,,,,,,,,,,,,0.760863051,-0.116292
001222.OF,,,,,,,,,-0.153846154,0.316883117,-0.228796844,0.730179028,0.760532151,-0.051637
519670.OF,,,0.2993692,-0.204958352,0.03030303,0.538539554,0.304719255,0.633640077,-0.163211276,0.084527221,-0.29326288,0.542056075,0.760436988,0.055146
003659.OF,,,,,,,,,,0.04630463,-0.237335118,0.200526382,0.760309009,-0.012454
007041.OF,,,,,,,,,,,,,0.760052993,0.013505
270022.OF,,,,-0.237051793,0.087467363,-0.195678271,0.107462686,0.272237197,-0.097457627,0.120892019,-0.353926702,0.659643436,0.759765625,0.109323
004805.OF,,,,,,,,,,,,0.43091527,0.759295659,-0.121922
000596.OF,,,,,,,,0.362718708,-0.208888889,-0.15980025,-0.265973254,0.234817814,0.759016393,0.001864
007261.OF,,,,,,,,,,,,,0.758535014,0.106541
007523.OF,,,,,,,,,,,,,0.758419878,-0.139979
001709.OF,,,,,,,,,,0.055710306,-0.176781003,0.205128205,0.757978723,0.12708
002416.OF,,,,,,,,,,0.005882353,-0.167919799,0.236947791,0.757305195,-0.065589
002556.OF,,,,,,,,,,0.14041514,-0.187366167,0.484848485,0.756876664,0.136364
610005.OF,,,,-0.329044831,0.008196721,0.037940379,0.558746736,0.099860191,-0.102844993,-0.009960159,-0.349094567,0.615146832,0.756351106,-0.044964
630016.OF,,,,,,,0.360768383,0.439607603,-0.137989779,0.123540244,-0.325171401,0.557329463,0.75582479,0.176486
519704.OF,,,,,0.031100478,0.337587007,0.140503036,1.006844106,0.025944503,0.156921412,-0.200893962,0.600133511,0.755736337,0.184175
004183.OF,,,,,,,,,,,-0.310819619,0.696536234,0.755487422,0.007264
001822.OF,,,,,,,,,-0.12142152,-0.076404494,-0.057177616,0.349677419,0.755258126,0.51634
000418.OF,,,,,,,0.210266535,0.315660685,-0.070055797,0.19,-0.233053221,0.682980278,0.755208333,0.111771
006692.OF,,,,,,,,,,,,,0.754864388,0.166916
004573.OF,,,,,,,,,,,-0.141342756,0.164726631,0.754593176,0.143663
002199.OF,,,,,,,,,-0.211132438,-0.159367397,-0.267727931,0.231225296,0.754414125,0
501022.OF,,,,,,,,,,-0.100899101,-0.145555556,0.470741222,0.754199823,0.190524
006365.OF,,,,,,,,,,,,,0.753935768,-0.11516
005660.OF,,,,,,,,,,,,0.295332045,0.753631153,0.203841
240017.OF,,,,,0.200868764,0.604296832,0.117723422,0.60731096,-0.223511067,0.118931769,-0.318475877,0.468184378,0.753383376,0.012718
163001.OF,,,,-0.222222222,0.082368082,-0.127229489,0.696185286,0.371162657,-0.097493036,-0.059670782,-0.208971554,0.57538036,0.753292362,0.220831
217017.OF,,,,-0.24419778,0.064085447,0.116687578,0.185393258,0.278672986,-0.080800593,0.287096774,-0.224122807,0.393038844,0.753101449,-0.089547
006315.OF,,,,,,,,,,,,,0.752653061,0.214337
512600.OF,,,,,,,,0.239683201,0.02273033,0.557798527,-0.234857119,0.639708722,0.75227938,-0.113722
006386.OF,,,,,,,,,,,,0.253370618,0.751952191,-0.061946
240020.OF,,,,,,0.339571004,0.022556391,0.530228758,-0.228510411,0.225605536,-0.198757764,0.617336152,0.751927656,0.164675
007163.OF,,,,,,,,,,,,,0.751724138,0.34656
040011.OF,,0.644307936,0.035076545,-0.307718065,0.117412334,0.066118385,0.357084856,0.292969334,0.054260427,0.186831276,-0.114215833,0.418005281,0.751638358,0.090784
163406.OF,,,,-0.209147916,0.027985075,0.324331654,0.383253914,0.87340059,-0.074894134,0.277396625,-0.255334591,0.628514351,0.751600737,-0.028192
006909.OF,,,,,,,,,,,,,0.751350025,0.06648
481013.OF,,,,,0.049763033,0.097065463,0.203703704,0.314529915,-0.021456437,0.267228467,-0.197229551,0.404272802,0.750146284,-0.079572
005914.OF,,,,,,,,,,,,,0.748671875,0.056248
001500.OF,,,,,,,,,0.054174067,0.103440424,-0.110845342,0.536429654,0.748181083,-0.052994
006132.OF,,,,,,,,,,,,0.533630891,0.747817259,0.339457
165313.OF,,,,,,,0.348565356,0.186761229,-0.087649402,0.048034934,-0.220833333,0.526737968,0.747227087,0.143
161132.OF,,,,,,,,,,,,0.313486875,0.746707504,-0.143828
006671.OF,,,,,,,,,,,,,0.746661031,-0.11494
007524.OF,,,,,,,,,,,,,0.74656667,-0.143765
004407.OF,,,,,,,,,,,-0.228221245,0.387490838,0.746140752,-0.092306
006910.OF,,,,,,,,,,,,,0.746086386,0.064119
000535.OF,,,,,,,,0.307185857,-0.088712401,-0.028492647,-0.21948912,0.158787879,0.7458159,0.048716
007164.OF,,,,,,,,,,,,,0.745781264,0.343069
008264.OF,,,,,,,,,,,,,0.745344089,-0.014893
005661.OF,,,,,,,,,,,,0.289800489,0.745008287,0.199448
003670.OF,,,,,,,,,,,-0.376587005,0.354297694,0.744913755,0.194158
006370.OF,,,,,,,,,,,,,0.744113727,0.044829
000408.OF,,,,,,,0.163397138,0.931978799,-0.006306823,0.192397207,-0.267404034,0.735346359,0.743499551,-0.098684
001195.OF,,,,,,,,,-0.185507246,0.138790036,-0.2078125,0.50887574,0.74248366,-0.00075
110023.OF,,,,,0.108922364,0.344827586,-0.02020202,0.34258525,-0.246898996,0.274509804,-0.144,0.583033789,0.742052679,0.008603
001986.OF,,,,,,,,,,0.31968032,-0.34670704,0.462340672,0.741679873,0.0596
006693.OF,,,,,,,,,,,,,0.74134504,0.160041
004341.OF,,,,,,,,,,,-0.268687925,0.476173457,0.740779598,0.127585
206007.OF,,,,-0.178571429,0.051932367,0.153846154,0.36119403,0.376461988,-0.183218269,0.499349805,-0.294449263,0.764597419,0.740508534,-0.08345
004040.OF,,,,,,,,,,,-0.142672371,0.39990716,0.740197298,0.164772
006341.OF,,,,,,,,,,,,0.600244748,0.740122355,-0.09877
000339.OF,,,,,,,,0.400576369,-0.030864198,0.099787686,-0.146460746,0.711323884,0.739768272,0.150211
002482.OF,,,,,,,,,,0.255693582,-0.204451772,0.790673575,0.739583333,0.116434
001740.OF,,,,,,,,,0.048048048,0.399235912,-0.291675224,0.394764398,0.739489489,0.120275
519698.OF,,,0.06154013,-0.257267503,0.19627263,0.070328496,0.132219953,0.647987128,-0.187124619,-0.206671806,-0.096466431,0.415623778,0.739415706,0.149059
004450.OF,,,,,,,,,,,-0.261732258,0.493029999,0.739244099,-0.024307
006133.OF,,,,,,,,,,,,0.52414371,0.739055735,0.33453
005977.OF,,,,,,,,,,,,0.062722949,0.737622378,0.423964
660003.OF,,,0.118148823,-0.224618447,0.024930153,0.205808346,0.155193615,0.493024285,-0.114594369,0.27260885,-0.231556316,0.395356691,0.737091978,0.113352
512710.OF,,,,,,,,,,,,,0.736559655,-0.019259
004357.OF,,,,,,,,,,,-0.220036826,0.601030153,0.736461126,-0.012969
006342.OF,,,,,,,,,,,,0.599898011,0.735768471,-0.100444
000971.OF,,,,,,,,,-0.181296144,-0.132264529,-0.351039261,0.763345196,0.735620585,0.034884
003152.OF,,,,,,,,,,-0.0145,-0.242212075,0.260712373,0.735315985,0.254193
487016.OF,,,,,0.037886341,0.029779059,0.120335821,0.102349823,-0.003646308,0.030192132,-0.123978686,0.394363341,0.734986186,0.138164
008265.OF,,,,,,,,,,,,,0.734933758,-0.019349
690001.OF,,,-0.068765534,-0.220640569,0.02739726,0.015555556,0.284463895,0.591141397,-0.049250535,0.17286036,-0.199231877,0.428164808,0.734831461,-0.019916
460005.OF,,0.753567769,0.219815187,-0.261936242,-0.017615446,0.221760713,0.335157546,0.940516308,-0.108783252,0.028375323,-0.231877334,0.855722448,0.734691548,0.08127
006904.OF,,,,,,,,,,,,,0.733881174,-0.003552
003567.OF,,,,,,,,,,,-0.121533076,0.296822315,0.733611724,0.665273
580003.OF,,0.421023965,0.190481302,-0.372629773,-0.028583151,-0.261298043,0.238803125,0.329384615,-0.095012151,0.001662404,-0.417081578,0.550591327,0.733333333,0.031561
000532.OF,,,,,,,,0.255850234,-0.163975155,0.346953938,-0.197462769,0.641237113,0.733249581,0.014255
180013.OF,,1.027102445,-0.093092113,-0.292596384,-0.043503424,0.179104478,0.350752651,0.58136536,-0.119820945,0.291583736,-0.34526034,0.479884539,0.733085457,-0.026212
004041.OF,,,,,,,,,,,-0.111078603,0.388370817,0.733069933,0.16125
000534.OF,,,,,,,,0.313411079,-0.145948946,0.061078622,-0.243110839,0.432038835,0.732768362,0.13629
003190.OF,,,,,,,,,,0.012948207,-0.110055587,0.711671924,0.732768153,-0.04063
004292.OF,,,,,,,,,,,-0.258278146,0.276893287,0.731676495,0.137923
168101.OF,,,,,,,,,0.278641089,0.025454688,-0.231037489,0.444118313,0.731647635,0.092409
121008.OF,,0.834531113,0.034298545,-0.233777502,0.039641109,0.078612898,0.274076229,0.354144369,-0.21062958,0.067880167,-0.250177557,0.544162917,0.731636252,0.105251
000690.OF,,,,,,,,0.097366321,-0.183272727,-0.165627783,-0.168623266,0.564826701,0.730926989,0.095735
003284.OF,,,,,,,,,,0.044591082,-0.026990812,0.245229195,0.730468441,0.166895
007731.OF,,,,,,,,,,,,,0.73046532,-0.094368
000603.OF,,,,,,,,,-0.292474787,-0.002192982,-0.246153846,0.411078717,0.730371901,0.367761
002562.OF,,,,,,,,,,0.168207024,-0.234968354,0.558057141,0.730338848,-0.030207
002955.OF,,,,,,,,,,0.001040583,-0.234927235,0.600543478,0.730050934,0.061335
002967.OF,,,,,,,,,,,-0.140740741,0.595905172,0.729912221,-0.099532
004671.OF,,,,,,,,,,,-0.385757293,0.507689708,0.729290438,0.282492
001320.OF,,,,,,,,,0.013671875,0.110789981,-0.160450997,0.43285124,0.728911319,0.006255
005760.OF,,,,,,,,,,,,0.583579505,0.728804837,0.092685
001409.OF,,,,,,,,,-0.346099291,-0.119305857,-0.369458128,0.546875,0.727272727,0.019006
000584.OF,,,,,,,,0.861253854,-0.05466593,0.146028037,-0.064220183,0.471132898,0.726767864,0.298006
610006.OF,,,,,0.010856454,0.151551313,0.531606218,0.529093369,-0.135034289,-0.070958303,-0.304724409,0.532276331,0.726533629,0.534675
007355.OF,,,,,,,,,,,,,0.726109491,0.105705
001577.OF,,,,,,,,,-0.034615385,0.264940239,-0.303937008,0.50678733,0.725975976,-0.009134
007527.OF,,,,,,,,,,,,,0.725859546,0.065964
159928.OF,,,,,,,0.159411528,0.245784808,0.021626901,0.595260858,-0.222036728,0.662870034,0.725786705,-0.140255
530006.OF,,0.752009353,0.125132623,-0.171697245,0.098663926,0.065045161,0.284003887,0.496215307,-0.187745925,0.130795848,-0.256175997,0.65640599,0.725676991,0.003543
000778.OF,,,,,,,,0.470813397,-0.076122316,0.157746479,-0.270072993,0.618333333,0.72554068,-0.03581
006905.OF,,,,,,,,,,,,,0.725354252,-0.007295
110022.OF,,,,-0.150559512,-0.022754491,0.174019608,0.084551148,0.26852743,0.072078907,0.649681529,-0.234663235,0.713565022,0.725220805,-0.136519
960006.OF,,,,,,,,,,0.310282504,-0.324411135,0.568938193,0.724747475,0.32328
377530.OF,,,,-0.24507874,0.136897001,0.451834862,0.106635071,0.60028551,-0.252007136,0.308704409,-0.324542519,0.568924303,0.724733367,0.323322
160211.OF,,,0.08201581,-0.217351598,0.007001167,0.301274623,0.266251113,0.885372714,0.004475942,0.263195935,-0.451903114,0.515782828,0.724698042,0.020526
000017.OF,,,,,,,0.608948426,0.459923875,-0.242974619,0.216709473,-0.229306993,0.544858633,0.724542928,-0.086639
006533.OF,,,,,,,,,,,,,0.724360033,0.443396
100039.OF,,,,-0.296345973,0.006053269,0.055354994,0.340935006,0.540430951,-0.200791855,0.159943383,-0.157413057,0.659666908,0.72425829,0.111842
202027.OF,,,,,,-0.006782894,0.282766487,0.472750001,-0.139550265,0.228285934,-0.24155194,0.543729373,0.724211652,0.33137
005774.OF,,,,,,,,,,,,0.24896566,0.724057971,0.000576
005978.OF,,,,,,,,,,,,0.053034826,0.723896816,0.415205
005395.OF,,,,,,,,,,,,0.597516847,0.723828092,-0.152193
163209.OF,,,,,,0.205467849,-0.004175678,0.427324531,-0.193989556,-0.008073056,-0.431657443,0.168523368,0.723680549,0.161707
002681.OF,,,,,,,,,,0.021042084,-0.075978714,0.213298509,0.723652346,0.202745
007732.OF,,,,,,,,,,,,,0.723632812,-0.09711
169104.OF,,,,,,,,,,0.554438083,-0.203380918,0.489370179,0.723631509,-0.012393
004394.OF,,,,,,,,,,,-0.248642124,0.488219545,0.723486552,0.148852
202009.OF,,0.619810116,-0.013871108,-0.296689945,0.10466761,0.003841229,0.270526145,0.720605452,-0.214864961,-0.037671233,-0.243179122,0.4169279,0.723054722,0.022894
460010.OF,,,,-0.252736318,0.086551265,0.040441176,0.008244994,-0.075934579,-0.026548673,0.296103896,-0.151302605,0.149940968,0.722792608,-0.039928
001781.OF,,,,,,,,,,0.243927126,-0.315703824,0.468489893,0.722267206,-0.039022
005708.OF,,,,,,,,,,,,0.475973038,0.722156747,0.21728
003153.OF,,,,,,,,,,-0.023,-0.248208802,0.251735875,0.721340004,0.246809
233011.OF,,,,,,0.071280992,0.345226615,0.725114558,-0.0574977,0.162963962,-0.237074988,0.474969475,0.721240838,-0.009017
163415.OF,,,,,,0.029615005,0.456375839,0.578835389,-0.016417079,0.008752735,-0.015907448,0.601028655,0.720972923,-0.06
001520.OF,,,,,,,,,,,-0.247752248,0.422310757,0.720821662,0.136469
003191.OF,,,,,,,,,,0.011033099,-0.110430909,0.696325155,0.720794538,-0.045632
160324.OF,,,,,,,,,,,-0.169172537,0.432675272,0.720784383,0.126328
006136.OF,,,,,,,,,,,,0.633164813,0.720591877,-0.099996
006348.OF,,,,,,,,,,,,0.45693109,0.720197993,0.450883
001927.OF,,,,,,,,,,0.383478261,-0.188560654,0.443841983,0.719420601,-0.112637
481017.OF,,,,,,0.083333333,0.358653846,0.602972399,-0.150993377,0.187727509,-0.258756567,0.553999659,0.71919377,0.13376
001170.OF,,,,,,,,,-0.222337125,0.393617021,-0.316793893,0.520949721,0.719008264,-0.182158
008208.OF,,,,,,,,,,,,,0.718626287,0.172646
000006.OF,,,,,,,,,,,,,0.718056255,0.250441
163807.OF,,,0.043611534,-0.161157403,0.052068552,0.174102511,0.300935267,0.49094173,-0.215042282,0.288324325,-0.212344983,0.553837659,0.71796363,0.292545
163417.OF,,,,,,,,,,,,0.368648649,0.717746182,-0.053648
005259.OF,,,,,,,,,,,,0.602869587,0.717311381,-0.014241
007528.OF,,,,,,,,,,,,,0.717295713,0.061827
960003.OF,,,,,,,,,,0.190373281,-0.226770094,0.447065101,0.716940777,0.364175
001037.OF,,,,,,,,,-0.106893107,0.024608501,-0.383187773,0.619469027,0.716268814,0.166168
001322.OF,,,,,,,,,-0.285442436,-0.09587217,-0.390279823,0.398550725,0.716062176,0.286131
007983.OF,,,,,,,,,,,,,0.715803057,0.066763
001753.OF,,,,,,,,,-0.166666667,0.119047619,-0.265957447,0.271014493,0.714937286,0.301197
005267.OF,,,,,,,,,,,-0.176481984,0.424958833,0.714816343,0.01651
660010.OF,,,,,0.014625229,0.00508744,-0.15522514,0.128073898,-0.062963373,0.340930562,-0.175077059,0.402797053,0.714611872,-0.0834
001830.OF,,,,,,,,,-0.096040438,0.105312209,-0.139966273,0.561764706,0.714375392,-0.050531
001924.OF,,,,,,,,,-0.134538153,0.13225058,-0.290983607,0.497109827,0.714285714,0.110923
519908.OF,,,,,,,0.095113438,0.514741036,-0.067859022,0.06489842,-0.282988871,0.334072432,0.714127424,0.182288
960004.OF,,,,,,,,,,0.06489842,-0.282988871,0.334072432,0.714127424,0.182288
005474.OF,,,,,,,,,,,,0.495853005,0.713810458,0.019163
002125.OF,,,,,,,,,,,-0.381330685,0.55858748,0.713697219,-0.040865
001933.OF,,,,,,,,,,0.067260138,-0.296570899,0.347826087,0.713587488,0.533942
002682.OF,,,,,,,,,,0.016096579,-0.082828686,0.20508326,0.713545455,0.196982
398061.OF,,,,,0.097246099,0.253125422,0.487380331,0.471620831,-0.189264414,0.374693477,-0.352479486,0.624242424,0.713364993,0.089487
006478.OF,,,,,,,,,,,,0.153999601,0.713243043,0.134569
001695.OF,,,,,,,,,0.057059961,0.074928463,-0.124882629,0.457081545,0.712592047,0.071806
007356.OF,,,,,,,,,,,,,0.712493892,0.099211
002216.OF,,,,,,,,,,,-0.304695305,0.534482759,0.711610487,0.047046
000904.OF,,,,,,,,0.432129541,-0.171708185,0.119226638,-0.201535509,0.341346154,0.711469534,-0.057068
005207.OF,,,,,,,,,,,-0.247809762,0.53078203,0.711413043,0.323277
001928.OF,,,,,,,,,,0.376419214,-0.192258883,0.435978005,0.711159737,-0.115729
002620.OF,,,,,,,,,,,0.002901354,0.669238187,0.711149624,0.142471
003886.OF,,,,,,,,,,0.315595837,-0.265453325,0.167960722,0.71100671,0.306893
164402.OF,,,,,,,,,-0.239136553,-0.177877376,-0.280279738,0.251204177,0.710850448,-0.001756
007984.OF,,,,,,,,,,,,,0.710724926,0.064376
000120.OF,,,,,,,0.114672491,0.384826325,-0.19009901,0.123879381,-0.221174764,0.380819367,0.71072151,0.126527
519089.OF,,1.152076829,0.034161286,-0.171510957,0.040427721,0.224525877,0.067046173,0.510542806,-0.220316179,-0.060181191,-0.068995801,0.437512558,0.710063406,0.269257
007119.OF,,,,,,,,,,,,,0.709979296,-0.040391
660015.OF,,,,,,0.417598521,0.275778099,0.839009842,-0.170315591,0.245582486,-0.261879355,0.419976188,0.7095673,0.246992
003887.OF,,,,,,,,,,0.276671395,-0.257071188,0.169984864,0.709355925,0.30591
512680.OF,,,,,,,,,,-0.146014944,-0.26260785,0.264337508,0.70907195,-0.032413
002133.OF,,,,,,,,,,0.180487805,-0.321487603,0.518879415,0.708901363,0.20413
001540.OF,,,,,,,,,-0.266802444,0.091666667,-0.246819338,0.415540541,0.708830549,-0.014665
168601.OF,,,,,,,,,,,,0.050124813,0.708762291,0.615275
002537.OF,,,,,,,,,,,,,0.708734038,0.302856
003593.OF,,,,,,,,,,,-0.251851979,0.574297547,0.708672864,0.220203
050010.OF,,0.760793466,0.019770589,-0.163353733,0.06962664,-0.106603774,0.589229145,0.15720363,-0.092980296,0.105906314,-0.308778392,0.856127886,0.708133971,0.070588
750001.OF,,,,,,0.048253586,0.415971218,0.238499646,-0.176095149,0.102665351,-0.196060877,0.55233853,0.708034433,0.178076
003634.OF,,,,,,,,,,0.175504032,-0.265071606,0.546791132,0.707981291,-0.102778
006969.OF,,,,,,,,,,,,,0.707878887,0.156174
005264.OF,,,,,,,,,,,,0.397414854,0.707752166,-0.133474
007308.OF,,,,,,,,,,,,,0.707191781,-0.085625
163115.OF,,,,,,,,0.415819011,-0.223800779,-0.165585655,-0.264646686,0.217407119,0.707177415,-0.020093
002567.OF,,,,,,,,,,0.163697105,-0.338755981,0.358900145,0.70713525,0.143481
519195.OF,,,,,,,,,-0.056382392,0.315486329,-0.214603519,0.477189069,0.707090538,0.238953
161726.OF,,,,,,,,,-0.13877427,0.07464231,-0.208836626,0.563263986,0.706754493,0.009249
005275.OF,,,,,,,,,,,,0.606728831,0.706689671,0.014705
070032.OF,,,,,,-0.01179941,0.212935323,0.810293369,-0.135758651,0.550308008,-0.207284768,0.484544695,0.706462417,-0.028903
000595.OF,,,,,,,,0.559701493,-0.006911217,0.26980728,-0.235666105,0.705734879,0.705971852,-0.045485
001398.OF,,,,,,,,,-0.193045564,0.280832095,-0.295823666,0.6276771,0.705465587,0.080119
005475.OF,,,,,,,,,,,,0.506837061,0.705453312,0.015366
001070.OF,,,,,,,,,-0.137071651,0.185920578,-0.301369863,0.638344227,0.705452128,0.288499
005904.OF,,,,,,,,,,,,0.628005013,0.705297782,0.117167
519668.OF,,0.7398481,0.092340772,-0.189098484,0.14648152,0.403810159,0.115835637,0.752326923,-0.155733551,0.220297324,-0.291111366,0.596847333,0.704124815,-0.03841
001975.OF,,,,,,,,,,0.334453782,-0.209697733,0.569721116,0.704060914,0.110813
001473.OF,,,,,,,,,0.002366553,0.259793634,-0.287776775,0.741350746,0.703716141,0.002562
001143.OF,,,,,,,,,-0.102597403,0.136034732,-0.230573248,0.473509934,0.703370787,0.066623
007120.OF,,,,,,,,,,,,,0.703189899,-0.043262
002217.OF,,,,,,,,,,,-0.307,0.525252525,0.702932829,0.043889
006235.OF,,,,,,,,,,,,,0.702316638,-0.159055
006302.OF,,,,,,,,,,,,0.502960091,0.701618929,-0.066745
002692.OF,,,,,,,,,,0.229681979,-0.16954023,0.780853518,0.70142487,-0.128283
001040.OF,,,,,,,,,-0.08667288,0.114285714,-0.237179487,0.601440576,0.70089955,0.040855
000967.OF,,,,,,,,,-0.139810427,0.303948577,-0.128873239,0.431689572,0.700169396,0.128861
006527.OF,,,,,,,,,,,,,0.700156885,0.166577
501090.OF,,,,,,,,,,,,,0.6995,-0.131803
002303.OF,,,,,,,,,,0.089456869,-0.203323558,0.382822086,0.69920142,-0.093654
003857.OF,,,,,,,,,,,-0.230492083,0.482010843,0.698619887,0.335079
000259.OF,,,,,,,0.121344603,0.76806446,-0.069191944,0.22916557,-0.236294329,0.444002019,0.698306665,0.11583
005739.OF,,,,,,,,,,,,0.53391127,0.69822141,0.148681
001224.OF,,,,,,,,,0.062068966,-0.036178108,0.019249278,0.716713881,0.698019802,0.133787
003378.OF,,,,,,,,,,0.150188593,-0.223637016,0.470547471,0.697926485,0.111558
690011.OF,,,,,,,0.228541882,0.306397306,-0.180412371,0.090408805,-0.16149964,0.487532244,0.697687861,0.145386
