本数据由邢不行整理,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
519697.OF,,,0.043311836,-0.008325624,-0.019589552,0.109707185,0.380610413,0.819356636,0.046385559,0.108189926,0.003201708,0.439007092,0.359290291,0.0843
002685.OF,,,,,,,,,,0.219588402,-0.164281807,0.440133378,0.358615148,0.10214
160616.OF,,,,-0.332361516,-0.002911208,0.164963504,0.378446115,0.358181818,-0.141231593,0.044427124,-0.31641791,0.296943231,0.358585859,0.166667
001589.OF,,,,,,,,,-0.126762115,0.173666288,-0.237051365,0.393239437,0.358572584,0.000223
000988.OF,,,,,,,,,-0.010526316,0.386847195,-0.131799163,0.322891566,0.35822708,-0.033527
001730.OF,,,,,,,,,-0.121182266,0.107623318,-0.265182186,0.150137741,0.358083832,0.018519
001638.OF,,,,,,,,,-0.039159503,0.327037773,-0.312359551,0.555555556,0.357843137,-0.064466
006877.OF,,,,,,,,,,,,,0.357701158,-0.064485
000044.OF,,,,,,,0.065313327,0.007456504,0.037828947,0.229001585,-0.047066409,0.286874154,0.357518402,0.122386
000219.OF,,,,,,,0.315733897,0.600409214,-0.312285163,0.083258729,-0.146280992,0.486931268,0.357421875,0.315588
007875.OF,,,,,,,,,,,,,0.357179045,-0.048679
006878.OF,,,,,,,,,,,,,0.356673735,-0.066316
008638.OF,,,,,,,,,,,,,0.356535654,0.426865
001272.OF,,,,,,,,,0.298520453,0.042895442,-0.301413882,0.482980681,0.356079404,0.072736
006524.OF,,,,,,,,,,,,0.315265063,0.355499368,-0.006591
008291.OF,,,,,,,,,,,,,0.355465266,0.001682
006938.OF,,,,,,,,,,,,,0.355378486,0.165197
004513.OF,,,,,,,,,,,-0.014326648,0.097010587,0.355226053,0.022822
006610.OF,,,,,,,,,,,,,0.355142728,-0.071419
003475.OF,,,,,,,,,,0.179229314,-0.232204678,0.389420433,0.355073611,-0.052979
001659.OF,,,,,,,,,,0.327441582,-0.197321899,0.383411434,0.354921753,-0.0249
007152.OF,,,,,,,,,,,,,0.354841731,-0.032142
540012.OF,,,,,,-0.130897583,0.481849277,0.054281459,-0.003531323,0.424666441,-0.194897192,0.40436642,0.354579169,-0.103016
002311.OF,,,,,,,,,-0.0727,0.112692764,-0.25828649,0.315039854,0.354531002,0.141367
007876.OF,,,,,,,,,,,,,0.354449625,-0.050138
005063.OF,,,,,,,,,,,-0.308940827,0.439538317,0.354372553,-0.129345
000975.OF,,,,,,,,,-0.085106383,0.178646934,-0.228699552,0.381658066,0.354033456,0.025091
003501.OF,,,,,,,,,,0.002224469,-0.201775626,0.2239636,0.353882693,0.308853
004512.OF,,,,,,,,,,,0.005763689,0.139011173,0.353820598,0.022086
005947.OF,,,,,,,,,,,,0.380107849,0.353737953,-0.022064
167702.OF,,,,,,,,,,,-0.194468085,0.451135763,0.353632812,-0.028827
960002.OF,,,,,,,,,-0.035830619,0.245777027,-0.18440678,0.258520366,0.35336856,-0.268912
001148.OF,,,,,,,,,0.024515663,0.055555556,0.084854995,0.056435644,0.353327085,0.035319
006201.OF,,,,,,,,,,,,0.387816917,0.353326328,0.087086
004652.OF,,,,,,,,,,,,0.360328173,0.353307393,0.042409
002316.OF,,,,,,,,,-0.0732,0.118903755,-0.258534233,0.311874106,0.353127788,0.140545
001075.OF,,,,,,,,,-0.176072235,0.021917808,-0.320375335,0.463510848,0.35309973,0.02988
002095.OF,,,,,,,,,,0.055451773,0.03800838,0.260453342,0.352887822,0.215989
008292.OF,,,,,,,,,,,,,0.352824579,0.000147
005600.OF,,,,,,,,,,,,0.373061791,0.352772628,-0.003987
002543.OF,,,,,,,,,,,,0.080660377,0.352597119,0.030205
006525.OF,,,,,,,,,,,,0.312660296,0.352593343,-0.008119
002837.OF,,,,,,,,,,0.040281974,-0.243949661,0.227912932,0.352450469,0.047032
000834.OF,,,,,,,,0.162977867,0.081314879,0.2096,0.031746032,0.375641026,0.352283318,0.127843
004135.OF,,,,,,,,,,,-0.246749094,0.363379086,0.352153607,0.148373
006555.OF,,,,,,,,,,,,,0.352081183,0.025696
005064.OF,,,,,,,,,,,-0.309819937,0.439349112,0.3516771,-0.130642
003655.OF,,,,,,,,,,0.201793085,-0.189079879,0.547335112,0.3514461,0.066796
003456.OF,,,,,,,,,,0.208821802,-0.183282981,0.551674483,0.351421189,0.142766
002096.OF,,,,,,,,,,0.05443025,0.037187433,0.259126716,0.351343686,0.215036
110025.OF,,,,,-0.006535948,-0.287280702,0.289230769,0.007159905,0.136255924,0.205422315,-0.326124567,0.10012837,0.351225204,0.397237
002717.OF,,,,,,,,,,0.052634687,-0.011199207,0.219103939,0.351146921,0.07733
006836.OF,,,,,,,,,,,,,0.35095665,-0.01731
007939.OF,,,,,,,,,,,,,0.350580781,0.044566
001648.OF,,,,,,,,,,,-0.234765235,0.244125326,0.350472193,0.088578
515660.OF,,,,,,,,,,,,,0.350447468,-0.031483
005735.OF,,,,,,,,,,,,0.377233572,0.350429814,0.022815
001965.OF,,,,,,,,,,,-0.151600753,0.349611543,0.350328947,-0.085871
001351.OF,,,,,,,,,-0.150162899,-0.011965613,-0.318518519,0.261559696,0.350109409,0.125203
167703.OF,,,,,,,,,,,-0.198560905,0.446665242,0.350079734,-0.03065
162216.OF,,,,,-0.013950676,0.145656277,0.322331222,0.576626653,-0.076121041,0.119330258,-0.278585535,0.381524024,0.349915431,0.194281
001966.OF,,,,,,,,,,,-0.151886792,0.348164627,0.349834983,-0.086797
161727.OF,,,,,,,,,,0.03919598,-0.115087041,0.312568306,0.349708576,0.017273
002383.OF,,,,,,,,,,0.034972678,-0.131995776,0.131386861,0.349462366,0.043028
004485.OF,,,,,,,,,,,-0.224647479,0.49165421,0.349394572,-0.023083
007039.OF,,,,,,,,,,,,,0.349392809,-0.055703
217027.OF,,,,,,,0.262686567,0.141843972,0.005521049,0.426904598,-0.23025493,0.444541648,0.34935329,-0.077966
001724.OF,,,,,,,,,0.019667072,0.052947053,-0.002628083,0.03681592,0.349328215,0.034139
159925.OF,,,,,,,0.543727915,0.059298999,-0.085623607,0.249981538,-0.239217771,0.403432476,0.34915892,-0.039948
159965.OF,,,,,,,,,,,,,0.34905995,-0.078819
165515.OF,,,,,,-0.063711724,0.449435053,0.006323336,-0.070170084,0.253089612,-0.223449733,0.347287995,0.348907982,0.019145
002686.OF,,,,,,,,,,0.211340937,-0.171027508,0.430115698,0.348719106,0.095833
001419.OF,,,,,,,,,0.038308403,0.093596059,-0.211711712,0.40699659,0.348600509,0.048428
005948.OF,,,,,,,,,,,,0.370641981,0.34830278,-0.02498
001275.OF,,,,,,,,,-0.226848528,-0.271123491,-0.078980892,0.175656985,0.348235294,0.069808
004653.OF,,,,,,,,,,,,0.353794354,0.348000765,0.039242
006556.OF,,,,,,,,,,,,,0.347790656,0.074908
001149.OF,,,,,,,,,-0.009069179,0.418716648,-0.19944511,0.39627885,0.347459759,-0.106393
004403.OF,,,,,,,,,,,-0.186537936,0.28742582,0.347451731,-0.024269
501063.OF,,,,,,,,,,,,,0.347045212,-0.072517
002314.OF,,,,,,,,,,0.094674556,-0.211711712,0.407049305,0.346904156,0.049748
002718.OF,,,,,,,,,,0.058715827,-0.015893386,0.218577591,0.34672374,0.075205
080002.OF,,0.598736718,0.105668277,-0.1161975,0.030324616,0.217882388,0.315690365,0.508067314,-0.227244474,0.164465786,-0.229896907,0.398807351,0.346702627,0.134311
202019.OF,,,,-0.304340623,-0.019607843,-0.036923077,0.484025559,0.624327234,0.053677932,-0.020125786,-0.356867779,0.373253493,0.346656977,0.110631
004737.OF,,,,,,,,,,,0.004568383,0.120890573,0.345617446,0.043467
007657.OF,,,,,,,,,,,,,0.344937865,-0.034717
002544.OF,,,,,,,,,,,,0.07294855,0.344501638,0.025546
515860.OF,,,,,,,,,,,,,0.34444547,-0.019644
001707.OF,,,,,,,,,,,-0.195606695,0.529258778,0.344387755,0.114485
006682.OF,,,,,,,,,,,,,0.344344848,0.237264
003986.OF,,,,,,,,,,,-0.248371542,0.495659408,0.344200627,0.189774
159941.OF,,,,,,,,,0.110382514,0.224946314,0.033455077,0.373692395,0.344018523,0.132882
004410.OF,,,,,,,,,,,-0.233349398,0.438835806,0.343833282,-0.080789
270042.OF,,,,,,0.295287958,0.161407608,0.171929825,0.11221136,0.230819246,0.029635499,0.409830178,0.34371702,0.138257
006165.OF,,,,,,,,,,,,0.327488417,0.343418246,0.236817
110030.OF,,,,,,-0.037106918,0.559391621,0.12673528,-0.0181094,0.298339553,-0.231576755,0.372709531,0.342719482,-0.047943
005146.OF,,,,,,,,,,,-0.136345502,0.137429264,0.342674383,0.034558
006573.OF,,,,,,,,,,,,,0.342595674,0.072004
008253.OF,,,,,,,,,,,,,0.342475317,-0.069534
006479.OF,,,,,,,,,,,,0.404742353,0.341359152,0.137036
001283.OF,,,,,,,,,0.017041127,0.112666308,-0.110402676,0.20599121,0.341190529,0.0548
159905.OF,,,,-0.311410065,0.05195369,-0.045535837,0.553185356,0.156087602,-0.065419811,0.491969424,-0.262736745,0.600062466,0.341157525,-0.148492
001208.OF,,,,,,,,,-0.082366589,0.409608091,-0.13632287,0.361370717,0.340961098,0.180319
004606.OF,,,,,,,,,,,-0.230266321,0.43854609,0.340800556,-0.044878
007794.OF,,,,,,,,,,,,,0.340140175,0.187048
006560.OF,,,,,,,,,,,,,0.340067675,0.27397
007658.OF,,,,,,,,,,,,,0.339620914,-0.037594
004747.OF,,,,,,,,,,,-0.001915158,0.115130001,0.338897015,0.039584
001261.OF,,,,,,,,,-0.016748768,0.001002004,-0.166166166,0.172869148,0.338792221,0.116208
007431.OF,,,,,,,,,,,,,0.338697017,0.199868
110021.OF,,,,-0.297250229,0.035607148,0.03186398,0.504577078,0.114545307,-0.124608778,0.136027272,-0.201566274,0.275827299,0.33855439,0.090231
001511.OF,,,,,,,,,0.045454545,0.207655225,-0.185990338,0.420375865,0.338440111,-0.055671
001487.OF,,,,,,,,,-0.148182665,0.294310722,-0.24852071,0.6287964,0.33839779,0.769092
006166.OF,,,,,,,,,,,,0.325089034,0.338123529,0.233115
001284.OF,,,,,,,,,0.016012239,0.110000804,-0.11261186,0.202880037,0.338004274,0.052852
006574.OF,,,,,,,,,,,,,0.337914851,0.068091
162212.OF,,,0.193016489,-0.156269639,0.032225579,0.320239428,0.114566436,0.272118226,-0.258767863,0.159693329,-0.263364415,0.370964851,0.337700132,-0.043113
165511.OF,,,,,-0.00554729,0.171665026,0.396591314,0.469692647,-0.111720423,0.047358716,-0.294798532,0.304981482,0.337678003,0.208255
005062.OF,,,,,,,,,,,-0.255179384,0.39972863,0.337243117,0.128017
006729.OF,,,,,,,,,,,,,0.337090263,0.206935
008254.OF,,,,,,,,,,,,,0.337024843,-0.072084
004404.OF,,,,,,,,,,,-0.193856906,0.277777778,0.336844925,-0.030186
000066.OF,,,,,,,0.202051282,0.231228669,-0.014111215,0.036706349,0.036363636,0.127793167,0.336744719,0.214798
161130.OF,,,,,,,,,,,0.022304833,0.384801865,0.336385672,0.123791
005701.OF,,,,,,,,,,,,0.224005503,0.336236771,-0.175159
159982.OF,,,,,,,,,,,,,0.336110285,0.198857
006561.OF,,,,,,,,,,,,,0.336061483,0.271029
008037.OF,,,,,,,,,,,,,0.335946026,0.091868
004818.OF,,,,,,,,,,,-0.310403867,0.238936761,0.335848167,0.070508
005313.OF,,,,,,,,,,,,0.407545482,0.335832794,0.227192
001678.OF,,,,,,,,,,,,0.240229544,0.335779817,0.211736
005035.OF,,,,,,,,,,,-0.319959991,0.515607125,0.335777442,0.062157
673110.OF,,,,,,,,,,,-0.064741036,0.435042127,0.335725678,-0.011343
003684.OF,,,,,,,,,,0.051113108,0.007503087,0.070795626,0.335504886,0.098879
515520.OF,,,,,,,,,,,,,0.335459553,-0.04704
000458.OF,,,,,,,,0.072301795,0.025526316,0.181293303,-0.177908113,0.259083102,0.335362015,0.19582
005829.OF,,,,,,,,,,,,0.344766737,0.335356352,0.050117
004743.OF,,,,,,,,,,,-0.202502844,0.272913695,0.33529453,0.088177
005373.OF,,,,,,,,,,,,0.238368388,0.335151827,0.041169
004488.OF,,,,,,,,,,,-0.193909091,0.412315326,0.334903777,-0.0993
004819.OF,,,,,,,,,,,-0.312953263,0.238381469,0.334675033,0.069629
006547.OF,,,,,,,,,,,,0.174524071,0.333274574,0.059051
165312.OF,,,,,,,0.260512797,0.175657216,-0.027235237,0.495221315,-0.228186822,0.395938739,0.333177679,-0.070759
161038.OF,,,,,,,,,,,-0.264677104,0.296606786,0.332922824,0.207037
007135.OF,,,,,,,,,,,,,0.331867515,-0.080155
005795.OF,,,,,,,,,,,,0.39414966,0.331804431,0.12457
006730.OF,,,,,,,,,,,,,0.331606589,0.203345
001015.OF,,,,,,,,,-0.034653465,0.212820513,-0.207188161,0.365333333,0.331380208,0.00978
005036.OF,,,,,,,,,,,-0.316603606,0.514574174,0.330609612,0.059066
007136.OF,,,,,,,,,,,,,0.330584708,-0.080845
005314.OF,,,,,,,,,,,,0.405364168,0.330105785,0.223702
164508.OF,,,,,,,,,-0.051803916,0.341997391,-0.197580827,0.442782449,0.330040085,-0.094415
005830.OF,,,,,,,,,,,,0.33838328,0.330000826,0.046903
006548.OF,,,,,,,,,,,,0.172382851,0.329703315,0.057005
005229.OF,,,,,,,,,,,,0.405486659,0.329500891,-0.10183
202015.OF,,,,,,,0.514003897,0.039491675,-0.080470443,0.236452373,-0.226418947,0.380663324,0.329106665,-0.036819
006689.OF,,,,,,,,,,,,,0.32910063,-0.074204
005965.OF,,,,,,,,,,,,0.305441837,0.328973535,0.177266
001816.OF,,,,,,,,,,0.071928072,0.027958993,0.076101313,0.328912467,0.037259
002350.OF,,,,,,,,,,0.032576505,-0.013001912,0.092309182,0.328810854,0.08315
003993.OF,,,,,,,,,,0.221181628,-0.134127437,0.237185044,0.328527291,-0.047406
006912.OF,,,,,,,,,,,,,0.328491068,-0.022712
008390.OF,,,,,,,,,,,,,0.328388998,-0.032315
005374.OF,,,,,,,,,,,,0.234632588,0.328330401,0.038884
008391.OF,,,,,,,,,,,,,0.328126535,-0.03373
519139.OF,,,,,,,,,,0.25065039,-0.175454036,0.322530565,0.327879677,-0.022487
007674.OF,,,,,,,,,,,,,0.327696618,0.18351
005325.OF,,,,,,,,,,,,0.369394756,0.327637112,0.058292
005850.OF,,,,,,,,,,,,,0.327415324,0.060771
005867.OF,,,,,,,,,,,,0.36564141,0.327400571,-0.038735
510390.OF,,,,,,,,,,,-0.267241199,0.384635468,0.327385481,-0.035796
000827.OF,,,,,,,,0.26755633,-0.195670996,0.047362756,-0.262076053,0.610027855,0.326989619,0.03781
160613.OF,,0.701353811,-0.073765616,-0.312780989,0.112149533,0.147058824,0.300115385,0.449871128,-0.052232535,0.170325511,-0.172424541,0.518939394,0.326679057,-0.025809
005482.OF,,,,,,,,,,,,0.41077829,0.326649124,-0.095
001074.OF,,,,,,,,,0.000553526,0.206793538,-0.234069863,0.366171894,0.326469815,0.033027
000826.OF,,,,,,,,0.270622499,-0.196027634,0.04726101,-0.262564103,0.610570236,0.32642487,0.038411
673050.OF,,,,,,,,,,0.017647059,0.021194605,0.06509434,0.32595217,0.172345
671010.OF,,,,,-0.037991859,0.176304654,0.147482014,-0.047021944,-0.063596491,0.042154567,-0.160674157,0.3145917,0.32586558,0.056068
161127.OF,,,,,,,,,,0.231400821,-0.135794438,0.335246519,0.32562892,-0.105784
000176.OF,,,,,,,,0.132348538,-0.074129572,0.29531607,-0.220858445,0.399301953,0.325333693,-0.029145
000480.OF,,,,,,,,0.475077348,0.018154312,0.266468549,-0.219788815,0.255639098,0.3249501,0.098524
006225.OF,,,,,,,,,,,,0.192131281,0.324897401,0.100413
001016.OF,,,,,,,,,-0.03976802,0.206212252,-0.210300429,0.357789855,0.324883256,0.005539
159976.OF,,,,,,,,,,,,,0.324524622,-0.111389
001574.OF,,,,,,,,,-0.216216216,0.286079183,-0.228401192,0.691119691,0.324200913,0.138506
004342.OF,,,,,,,,,,,-0.229565687,0.375262605,0.323849532,-0.039713
005966.OF,,,,,,,,,,,,0.300139832,0.323653684,0.173709
006205.OF,,,,,,,,,,,,0.281795767,0.323555342,-0.147753
002164.OF,,,,,,,,,,0.086913087,0.024816176,0.070792708,0.323374341,0.033201
008182.OF,,,,,,,,,,,,,0.323300214,-0.07523
004192.OF,,,,,,,,,,,-0.30900551,0.27503268,0.323251999,0.130084
003717.OF,,,,,,,,,,-0.043643264,-0.326963241,0.455546936,0.323206481,0.133892
005326.OF,,,,,,,,,,,,0.366838488,0.323067253,0.056668
000767.OF,,,,,,,,,0.013541667,0.131551901,-0.287011807,0.452229299,0.323059695,0.077985
006531.OF,,,,,,,,,,,,0.369861377,0.323039344,0.031122
006783.OF,,,,,,,,,,,,,0.323018868,0.21891
001650.OF,,,,,,,,,-0.007952286,0.092184369,0.020183486,0.125,0.322941647,0.058006
004794.OF,,,,,,,,,,,,0.070196672,0.321622253,0.086011
004669.OF,,,,,,,,,,,,0.145613438,0.321577175,0.031934
004668.OF,,,,,,,,,,,,0.148419865,0.321474201,0.033244
710001.OF,,,,,-0.053045393,0.116793978,0.21629659,0.830480848,-0.22747106,0.294219353,-0.32837549,0.517835831,0.321466014,0.156127
000593.OF,,,,,,,,-0.051258993,-0.02985782,0.344406448,-0.141351744,0.269149386,0.321107036,0.040636
008038.OF,,,,,,,,,,,,,0.320985202,0.085257
481012.OF,,,,-0.303651378,0.049578511,-0.048053362,0.518375518,0.143624035,-0.054994309,0.458393558,-0.249539856,0.558720875,0.320505511,-0.139166
005761.OF,,,,,,,,,,,,0.343058932,0.320344828,0.022787
004795.OF,,,,,,,,,,,,0.073175662,0.320080537,0.088173
007133.OF,,,,,,,,,,,,,0.319467102,0.048218
007815.OF,,,,,,,,,,,,,0.31932125,-0.024847
570007.OF,,,,,-0.079746835,0.148555708,0.128143713,0.583864119,-0.149463807,0.206461781,-0.133246244,0.154483798,0.319190601,-0.147452
512390.OF,,,,,,,,,,,,0.33727525,0.319166215,0.014502
003562.OF,,,,,,,,,,,-0.069137428,0.117623282,0.318896926,-0.023925
006784.OF,,,,,,,,,,,,,0.318499622,0.216195
003125.OF,,,,,,,,,,0.02818309,-0.216854588,0.212734268,0.318288814,0.059778
003147.OF,,,,,,,,,,0.052999897,-0.280590305,0.495992392,0.318016709,0.043889
004193.OF,,,,,,,,,,,-0.311753614,0.269928245,0.317957674,0.126666
001182.OF,,,,,,,,,0.034090909,0.221611722,-0.058470765,0.406847134,0.317487267,0.047251
000974.OF,,,,,,,,,0.071770335,0.392857143,-0.253584024,0.329749104,0.317385445,-0.120205
007675.OF,,,,,,,,,,,,,0.317021915,0.176506
002233.OF,,,,,,,,,0,0.086481113,0.017383349,0.120503597,0.317014446,0.054845
007782.OF,,,,,,,,,,,,,0.316965145,-0.04701
510100.OF,,,,,,,,,,,,,0.316765509,-0.074921
003186.OF,,,,,,,,,,0.063074901,-0.076162404,0.131432688,0.316565087,0.043115
007816.OF,,,,,,,,,,,,,0.316520397,-0.026298
003561.OF,,,,,,,,,,,-0.069360902,0.119066855,0.316397437,-0.023925
005459.OF,,,,,,,,,,,,0.264542936,0.316339739,0.083207
005483.OF,,,,,,,,,,,,0.399535723,0.315978621,-0.100413
007783.OF,,,,,,,,,,,,,0.315612058,-0.047731
159979.OF,,,,,,,,,,,,,0.315605318,-0.112994
006752.OF,,,,,,,,,,,,,0.31558347,-0.087041
550003.OF,,0.710344828,0.207949309,-0.2327134,0.080174021,0.092059839,0.11412646,0.582345972,-0.077873456,0.278541516,-0.230647082,0.402463436,0.315453533,-0.031373
006724.OF,,,,,,,,,,,,,0.315361889,-0.141697
470888.OF,,,,-0.233965841,0.143198091,0.111691023,-0.00389667,-0.034253092,-0.060098522,0.320820637,-0.25285338,0.185663925,0.315163528,-0.195931
005460.OF,,,,,,,,,,,,0.263602015,0.315060301,0.082386
006226.OF,,,,,,,,,,,,0.182616689,0.315053113,0.095817
166107.OF,,,,,,,,,,,,,0.314918676,-0.025734
001723.OF,,,,,,,,,-0.139072848,-0.194505495,-0.338335607,0.303092784,0.31471519,-0.019738
515310.OF,,,,,,,,,,,,,0.313917123,-0.01629
005762.OF,,,,,,,,,,,,0.336237946,0.313711851,0.018995
000273.OF,,,,,,,0.191658391,0.5175,-0.01372872,0.263451114,-0.290127602,0.293661306,0.313660962,0.029338
512100.OF,,,,,,,,,,-0.130669204,-0.354736714,0.345457972,0.31362936,0.147579
000963.OF,,,,,,,,,-0.045554739,-0.061585835,-0.14438064,0.458293384,0.313609467,0.053053
006181.OF,,,,,,,,,,,,-0.187255786,0.313362919,-0.058945
007134.OF,,,,,,,,,,,,,0.312801822,0.044281
620004.OF,,,-0.03432282,-0.241114313,-0.005063291,0.142493639,0.208240535,0.18156682,-0.248829953,-0.251298027,-0.291262136,0.489236791,0.312746386,0.155155
007853.OF,,,,,,,,,,,,,0.31257485,-0.047521
006022.OF,,,,,,,,,,,,0.418604651,0.312276867,0.092999
590007.OF,,,,,-0.020736756,0.132321041,0.363984674,0.438904494,-0.18545632,-0.050846356,-0.280639432,0.244814815,0.312010314,0.088291
002317.OF,,,,,,,,,,0.005958292,-0.075024679,0.156883671,0.311808118,0.135724
006753.OF,,,,,,,,,,,,,0.311565122,-0.089013
006182.OF,,,,,,,,,,,,-0.188476954,0.311272997,-0.061299
005587.OF,,,,,,,,,,,,0.406438137,0.311260592,0.164357
002778.OF,,,,,,,,,,-0.035469952,-0.162016202,0.170784103,0.311009174,0.03499
007632.OF,,,,,,,,,,,,,0.310997067,0.027849
290010.OF,,,,,-0.007092199,0.035714286,0.347586207,0.234390993,-0.155058043,0.067713445,-0.294117647,0.345052083,0.310745402,0.037666
008112.OF,,,,,,,,,,,,,0.310674871,0.147839
007379.OF,,,,,,,,,,,,,0.310459377,-0.069965
007713.OF,,,,,,,,,,,,,0.310383089,0.143777
510360.OF,,,,,,,,,-0.075601375,0.237820387,-0.233541453,0.386368323,0.31022685,-0.04161
001498.OF,,,,,,,,,,0.161235506,0.007661186,0.290791047,0.310059563,0.048851
512510.OF,,,,,,,,,-0.159283881,0.035030717,-0.316958433,0.314666366,0.310030917,0.175626
008124.OF,,,,,,,,,,,,,0.309672998,0.085894
160626.OF,,,,,,,,0.443140895,-0.18239376,0.135888867,-0.339106217,0.653572929,0.309401113,-0.035647
007380.OF,,,,,,,,,,,,,0.309182414,-0.070791
006743.OF,,,,,,,,,,,,,0.308956015,-0.07274
290006.OF,,,0.213016508,-0.34916388,0.165467626,0.086923658,0.42165044,0.390753391,-0.253213844,-0.09343706,-0.321435092,0.315350464,0.308785926,0.30533
007481.OF,,,,,,,,,,,,,0.308657588,-0.042816
510580.OF,,,,,,,,,-0.153790069,-0.017972942,-0.356802019,0.287536495,0.308525864,0.162642
163110.OF,,,,,0.056338028,0.282424242,0.283553875,0.874815906,0.051060487,0.035245501,-0.270307605,0.374707637,0.308434029,0.151259
673020.OF,,,,,,,,,-0.062062062,0.140875133,-0.083255379,0.265306122,0.308064516,0.138718
001314.OF,,,,,,,,,0.19441675,0.146911519,0.013100437,0.1875,0.307924985,0.044958
005639.OF,,,,,,,,,,,,0.354425659,0.30702157,-0.032444
159918.OF,,,,,,0.410892185,0.224384121,0.633346149,-0.215849353,-0.118571143,-0.353218299,0.324440544,0.306851312,0.078893
000041.OF,,0.566539924,0.088592233,-0.19509476,0.114958449,0.085714286,-0.066361556,-0.044117647,-0.014102564,0.365409623,-0.141904762,0.190899001,0.306616962,-0.185449
004641.OF,,,,,,,,,,,-0.192950266,0.328826134,0.306168393,0.006894
515330.OF,,,,,,,,,,,,,0.306047054,-0.048682
004206.OF,,,,,,,,,,,-0.240908657,0.183452785,0.30599235,0.163765
519961.OF,,,,,,,,,-0.003960396,0.141153082,-0.221689895,0.535310576,0.305729698,0.079779
519652.OF,,,,,,,,,0.018423752,0.076388889,-0.023963134,0.105760151,0.305721605,0.05036
519646.OF,,,,,,,,,-0.002993988,0.076,-0.07063197,0.096,0.305656934,0.048917
510310.OF,,,,,,,0.543844492,0.064213766,-0.091428947,0.237719742,-0.235490093,0.387003058,0.305644361,-0.046439
008113.OF,,,,,,,,,,,,,0.305460584,0.144343
001315.OF,,,,,,,,,0.602,0.144818976,0.010905125,0.185544768,0.305277525,0.044013
000961.OF,,,,,,,,,-0.097123646,0.219176665,-0.226011708,0.368738354,0.305117322,-0.042707
004044.OF,,,,,,,,,,,-0.199638663,0.156759468,0.304965308,0.141148
001747.OF,,,,,,,,,,,,0.176176176,0.304680851,0.04347
000688.OF,,,,,,,,0.387850467,-0.175757576,0.241830065,-0.217105263,0.308403361,0.304431599,-0.059084
006744.OF,,,,,,,,,,,,,0.304378719,-0.07422
166108.OF,,,,,,,,,,,,,0.304258306,-0.031645
003685.OF,,,,,,,,,,0.047119896,0.006482982,0.069716776,0.303462322,0.09803
001748.OF,,,,,,,,,,,,0.173520562,0.303418803,0.041073
006048.OF,,,,,,,,,,,,0.351249529,0.302973978,0.265407
005699.OF,,,,,,,,,,,,,0.302861533,0.015846
005960.OF,,,,,,,,,,,,0.240433379,0.302638915,0.118411
519960.OF,,,,,,,,,-0.00990099,0.118,-0.246511628,0.531932574,0.302595893,0.077751
005918.OF,,,,,,,,,,,,0.366004197,0.302548346,-0.044124
005640.OF,,,,,,,,,,,,0.348373426,0.301811795,-0.035291
007831.OF,,,,,,,,,,,,,0.301492537,0.240752
004763.OF,,,,,,,,,,,-0.181627559,0.089799902,0.301388267,0.04224
008240.OF,,,,,,,,,,,,,0.300799087,-0.048267
000927.OF,,,,,,,,-0.192709136,-0.044287548,0.294157152,-0.226258432,0.211267605,0.300664452,-0.121754
620002.OF,,0.336528988,-0.06473623,-0.256794752,0.021437579,0.050617284,0.286721504,0.151598173,-0.252180809,0.132555673,-0.300561798,0.489959839,0.300455629,0.214614
673040.OF,,,,,,,,,,0.047984645,-0.048534799,0.207892204,0.300398406,0.177696
515800.OF,,,,,,,,,,,,,0.29940239,-0.000537
007413.OF,,,,,,,,,,,,,0.29881075,0.262725
001897.OF,,,,,,,,,0.059558117,0.076413307,-0.217477656,0.313451777,0.298550725,0.205357
519653.OF,,,,,,,,,0.011698013,0.070450098,-0.030164534,0.101790763,0.298545766,0.042819
673043.OF,,,,,,,,,,0.045601108,-0.048756219,0.205872449,0.298253489,0.176999
002514.OF,,,,,,,,,,0.166163142,-0.044905009,0.175914249,0.297675958,0.050104
004764.OF,,,,,,,,,,,-0.18354304,0.072651663,0.297605473,0.041828
007832.OF,,,,,,,,,,,,,0.297581189,0.238025
008241.OF,,,,,,,,,,,,,0.297526166,-0.050011
110020.OF,,,-0.118470149,-0.23015873,0.082749141,-0.058017012,0.509299191,0.06732744,-0.080398226,0.226255459,-0.221974924,0.357967007,0.297170143,-0.040275
000586.OF,,,,,,,,0.943548387,-0.118775934,-0.140670983,-0.171917808,0.526054591,0.29701897,0.101546
161724.OF,,,,,,,,,0.046730173,0.072585153,-0.319939691,0.155119179,0.296229319,0.643711
005607.OF,,,,,,,,,,,,0.246877876,0.295940959,0.04328
320016.OF,,,,,-0.049937578,0.249671485,0.337539432,0.452830189,-0.0995671,-0.0546875,-0.176732359,0.312741313,0.295882353,0.022696
260115.OF,,,,,0.007537688,0.394014963,0.013416816,0.603706973,-0.133477679,0.189108911,-0.209825146,0.403582719,0.295795796,0.019699
000877.OF,,,,,,,,0.349369874,0.026536209,0.243699906,-0.222802591,0.361840168,0.295771497,0.022216
006603.OF,,,,,,,,,,,,,0.295721719,-0.097717
006157.OF,,,,,,,,,,,,0.377311188,0.295487296,0.038347
006458.OF,,,,,,,,,,,,0.31327469,0.295174304,0.036789
