,球队名,比赛时间,主队,得分情况,客队
0,四川,2021-10-16 15:00,青岛,"
								",广州
46,吉林,2021-11-02 11:00,山西,"
								119:91
								",吉林
47,吉林,2021-11-04 15:00,吉林,"
								98:83
								",山东
48,吉林,2021-11-06 19:35,吉林,"
								89:117
								",辽宁
49,吉林,2021-11-09 19:35,宁波,"
								95:107
								",吉林
50,吉林,2021-11-12 15:00,广州,"
								107:104
								",吉林
51,吉林,2021-11-14 20:00,吉林,"
								88:86
								",新疆
52,浙江,2021-10-17 20:00,浙江,"
								108:85
								",福建
53,浙江,2021-10-19 19:35,浙江,"
								96:73
								",北京
54,浙江,2021-10-21 15:30,广东,"
								110:94
								",浙江
55,浙江,2021-10-23 15:00,浙江,"
								105:98
								",青岛
56,浙江,2021-10-25 19:35,天津,"
								89:128
								",浙江
57,浙江,2021-10-28 15:00,福建,"
								90:100
								",浙江
58,浙江,2021-10-30 19:35,浙江,"
								124:101
								",广东
59,浙江,2021-11-02 11:00,浙江,"
								104:81
								",天津
60,浙江,2021-11-04 20:00,四川,"
								78:104
								",浙江
61,浙江,2021-11-06 15:00,浙江,"
								112:76
								",江苏
62,浙江,2021-11-08 19:35,北京,"
								89:81
								",浙江
63,浙江,2021-11-11 11:00,上海,"
								112:103
								",浙江
64,浙江,2021-11-13 19:35,浙江,"
								111:81
								",四川
65,江苏,2021-10-17 11:00,江苏,"
								71:87
								",北京
66,江苏,2021-10-19 15:00,福建,"
								97:88
								",江苏
67,江苏,2021-10-21 20:00,深圳,"
								107:85
								",江苏
68,江苏,2021-10-23 15:00,江苏,"
								96:90
								",天津
69,江苏,2021-10-27 19:35,北京,"
								86:69
								",江苏
70,江苏,2021-10-29 15:00,江苏,"
								94:109
								",上海
71,江苏,2021-10-31 15:30,青岛,"
								91:86
								",江苏
72,江苏,2021-11-02 20:00,江苏,"
								97:94
								",四川
73,江苏,2021-11-04 11:00,江苏,"
								84:97
								",广东
74,江苏,2021-11-06 15:00,浙江,"
								112:76
								",江苏
75,江苏,2021-11-10 19:35,江苏,"
								82:79
								",青岛
76,江苏,2021-11-12 15:00,广东,"
								108:73
								",江苏
77,江苏,2021-11-14 15:30,天津,"
								97:77
								",江苏
78,山东,2021-10-16 16:30,北控,"
								93:105
								",山东
79,山东,2021-10-19 20:00,山东,"
								87:98
								",辽宁
80,山东,2021-10-22 15:00,广厦,"
								112:92
								",山东
81,山东,2021-10-24 11:00,同曦,"
								90:102
								",山东
82,山东,2021-10-26 19:35,山东,"
								93:87
								",吉林
83,山东,2021-10-28 20:00,山东,"
								95:105
								",北控
84,山东,2021-10-30 15:00,新疆,"
								96:106
								",山东
85,山东,2021-11-01 19:35,山东,"
								107:89
								",同曦
86,山东,2021-11-04 15:00,吉林,"
								98:83
								",山东
87,山东,2021-11-06 15:00,山东,"
								107:114
								",山西
88,山东,2021-11-08 19:35,辽宁,"
								114:97
								",山东
89,山东,2021-11-11 15:30,宁波,"
								75:111
								",山东
90,山东,2021-11-14 11:00,山东,"
								89:107
								",广州
91,广东,2021-10-16 19:35,广东,"
								106:83
								",深圳
92,广东,2021-10-18 19:35,青岛,"
								90:103
								",广东
93,广东,2021-10-21 15:30,广东,"
								110:94
								",浙江
94,广东,2021-10-24 19:35,上海,"
								97:112
								",广东
95,广东,2021-10-26 15:30,广东,"
								111:108
								",四川
96,广东,2021-10-28 19:35,深圳,"
								90:106
								",广东
97,广东,2021-10-30 19:35,浙江,"
								124:101
								",广东
98,广东,2021-11-01 19:35,广东,"
								98:91
								",福建
99,广东,2021-11-04 11:00,江苏,"
								84:97
								",广东
100,广东,2021-11-06 19:35,广东,"
								67:91
								",北京
101,广东,2021-11-09 20:00,天津,"
								98:110
								",广东
102,广东,2021-11-12 15:00,广东,"
								108:73
								",江苏
103,广东,2021-11-14 11:00,北京,"
								80:92
								",广东
104,新疆,2021-10-17 20:00,新疆,"
								69:108
								",广厦
105,新疆,2021-10-19 11:00,新疆,"
								109:79
								",宁波
106,新疆,2021-10-21 15:30,新疆,"
								97:112
								",山西
107,新疆,2021-10-23 19:35,北控,"
								116:105
								",新疆
108,新疆,2021-10-25 15:00,新疆,"
								99:109
								",辽宁
109,新疆,2021-10-28 15:30,山西,"
								93:101
								",新疆
110,新疆,2021-10-30 15:00,新疆,"
								96:106
								",山东
111,新疆,2021-11-02 20:00,广州,"
								123:105
								",新疆
112,新疆,2021-11-05 15:30,新疆,"
								92:86
								",同曦
113,新疆,2021-11-07 20:00,新疆,"
								84:91
								",北控
114,新疆,2021-11-10 19:35,新疆,"
								102:117
								",广州
115,新疆,2021-11-12 19:35,广厦,"
								109:100
								",新疆
116,新疆,2021-11-14 20:00,吉林,"
								88:86
								",新疆
117,上海,2021-10-17 15:30,上海,"
								120:94
								",天津
118,上海,2021-10-20 19:35,四川,"
								84:118
								",上海
119,上海,2021-10-22 19:35,北京,"
								109:103
								",上海
120,上海,2021-10-24 19:35,上海,"
								97:112
								",广东
121,上海,2021-10-26 11:00,上海,"
								117:93
								",福建
122,上海,2021-10-29 15:00,江苏,"
								94:109
								",上海
123,上海,2021-10-31 11:00,上海,"
								105:86
								",北京
124,上海,2021-11-03 19:35,上海,"
								121:88
								",青岛
125,上海,2021-11-05 19:35,天津,"
								75:110
								",上海
126,上海,2021-11-07 19:35,福建,"
								76:126
								",上海
127,上海,2021-11-09 11:00,上海,"
								115:97
								",四川
128,上海,2021-11-11 11:00,上海,"
								112:103
								",浙江
129,上海,2021-11-13 19:35,上海,"
								108:118
								",深圳
130,广州,2021-10-17 15:30,广州,"
								89:107
								",辽宁
131,广州,2021-10-19 15:30,山西,"
								97:99
								",广州
132,广州,2021-10-21 11:00,广州,"
								102:98
								",北控
133,广州,2021-10-24 20:00,广厦,"
								93:67
								",广州
134,广州,2021-10-26 15:00,广州,"
								100:88
								",同曦
135,广州,2021-10-29 19:35,广州,"
								93:70
								",宁波
136,广州,2021-10-31 11:00,吉林,"
								94:95
								",广州
137,广州,2021-11-02 20:00,广州,"
								123:105
								",新疆
138,广州,2021-11-05 20:00,广州,"
								103:108
								",广厦
139,广州,2021-11-07 11:00,同曦,"
								101:115
								",广州
140,广州,2021-11-10 19:35,新疆,"
								102:117
								",广州
141,广州,2021-11-12 15:00,广州,"
								107:104
								",吉林
142,广州,2021-11-14 11:00,山东,"
								89:107
								",广州
143,辽宁,2021-10-17 15:30,广州,"
								89:107
								",辽宁
144,辽宁,2021-10-19 20:00,山东,"
								87:98
								",辽宁
145,辽宁,2021-10-21 20:00,辽宁,"
								103:88
								",吉林
146,辽宁,2021-10-23 19:35,山西,"
								107:99
								",辽宁
147,辽宁,2021-10-25 15:00,新疆,"
								99:109
								",辽宁
148,辽宁,2021-10-28 11:00,辽宁,"
								114:103
								",同曦
149,辽宁,2021-10-31 19:35,广厦,"
								100:112
								",辽宁
150,辽宁,2021-11-02 15:30,宁波,"
								70:99
								",辽宁
151,辽宁,2021-11-04 19:35,辽宁,"
								129:97
								",山西
152,辽宁,2021-11-06 19:35,吉林,"
								89:117
								",辽宁
153,辽宁,2021-11-08 19:35,辽宁,"
								114:97
								",山东
154,辽宁,2021-11-11 11:00,辽宁,"
								97:86
								",北控
155,辽宁,2021-11-14 15:30,辽宁,"
								102:94
								",广厦
156,北京,2021-10-17 11:00,江苏,"
								71:87
								",北京
157,北京,2021-10-19 19:35,浙江,"
								96:73
								",北京
158,北京,2021-10-22 19:35,北京,"
								109:103
								",上海
159,北京,2021-10-24 15:00,四川,"
								66:101
								",北京
160,北京,2021-10-27 19:35,北京,"
								86:69
								",江苏
161,北京,2021-10-29 19:35,北京,"
								89:78
								",青岛
162,北京,2021-10-31 11:00,上海,"
								105:86
								",北京
163,北京,2021-11-02 15:30,北京,"
								91:99
								",深圳
164,北京,2021-11-04 15:30,福建,"
								113:111
								",北京
165,北京,2021-11-06 19:35,广东,"
								67:91
								",北京
166,北京,2021-11-08 19:35,北京,"
								89:81
								",浙江
167,北京,2021-11-12 19:35,青岛,"
								73:78
								",北京
168,北京,2021-11-14 11:00,北京,"
								80:92
								",广东
169,福建,2021-10-17 20:00,浙江,"
								108:85
								",福建
170,福建,2021-10-19 15:00,福建,"
								97:88
								",江苏
171,福建,2021-10-22 15:00,福建,"
								80:101
								",四川
172,福建,2021-10-24 11:00,深圳,"
								100:93
								",福建
173,福建,2021-10-26 11:00,上海,"
								117:93
								",福建
174,福建,2021-10-28 15:00,福建,"
								90:100
								",浙江
175,福建,2021-10-30 19:35,天津,"
								106:87
								",福建
176,福建,2021-11-01 19:35,广东,"
								98:91
								",福建
177,福建,2021-11-04 15:30,福建,"
								113:111
								",北京
178,福建,2021-11-07 19:35,福建,"
								76:126
								",上海
179,福建,2021-11-09 15:00,福建,"
								78:103
								",深圳
180,福建,2021-11-11 20:00,四川,"
								100:90
								",福建
181,福建,2021-11-14 20:00,青岛,"
								99:91
								",福建
182,深圳,2021-10-16 19:35,广东,"
								106:83
								",深圳
183,深圳,2021-10-19 11:00,天津,"
								94:122
								",深圳
184,深圳,2021-10-21 20:00,深圳,"
								107:85
								",江苏
185,深圳,2021-10-24 11:00,深圳,"
								100:93
								",福建
186,深圳,2021-10-26 20:00,青岛,"
								92:102
								",深圳
187,深圳,2021-10-28 19:35,深圳,"
								90:106
								",广东
188,深圳,2021-10-31 20:00,深圳,"
								126:107
								",四川
189,深圳,2021-11-02 15:30,北京,"
								91:99
								",深圳
190,深圳,2021-11-05 15:00,深圳,"
								98:97
								",青岛
191,深圳,2021-11-07 11:00,四川,"
								96:125
								",深圳
192,深圳,2021-11-09 15:00,福建,"
								78:103
								",深圳
193,深圳,2021-11-11 15:30,深圳,"
								131:104
								",天津
194,深圳,2021-11-13 19:35,上海,"
								108:118
								",深圳
195,山西,2021-10-17 11:00,山西,"
								105:92
								",宁波
196,山西,2021-10-19 15:30,山西,"
								97:99
								",广州
197,山西,2021-10-21 15:30,新疆,"
								97:112
								",山西
198,山西,2021-10-23 19:35,山西,"
								107:99
								",辽宁
199,山西,2021-10-25 19:35,北控,"
								97:102
								",山西
200,山西,2021-10-28 15:30,山西,"
								93:101
								",新疆
201,山西,2021-10-31 15:00,宁波,"
								85:110
								",山西
202,山西,2021-11-02 11:00,山西,"
								119:91
								",吉林
203,山西,2021-11-04 19:35,辽宁,"
								129:97
								",山西
204,山西,2021-11-06 15:00,山东,"
								107:114
								",山西
205,山西,2021-11-09 11:00,山西,"
								103:113
								",广厦
206,山西,2021-11-11 20:00,同曦,"
								90:122
								",山西
207,山西,2021-11-13 15:00,山西,"
								105:94
								",北控
208,广厦,2021-10-17 20:00,新疆,"
								69:108
								",广厦
209,广厦,2021-10-20 19:35,同曦,"
								90:108
								",广厦
210,广厦,2021-10-22 15:00,广厦,"
								112:92
								",山东
211,广厦,2021-10-24 20:00,广厦,"
								93:67
								",广州
212,广厦,2021-10-27 19:35,宁波,"
								75:121
								",广厦
213,广厦,2021-10-29 15:00,广厦,"
								102:92
								",吉林
214,广厦,2021-10-31 19:35,广厦,"
								100:112
								",辽宁
215,广厦,2021-11-03 19:35,北控,"
								74:101
								",广厦
216,广厦,2021-11-05 20:00,广州,"
								103:108
								",广厦
217,广厦,2021-11-07 15:30,广厦,"
								99:92
								",宁波
218,广厦,2021-11-09 11:00,山西,"
								103:113
								",广厦
219,广厦,2021-11-12 19:35,广厦,"
								109:100
								",新疆
220,广厦,2021-11-14 15:30,辽宁,"
								102:94
								",广厦
221,天津,2021-10-17 15:30,上海,"
								120:94
								",天津
222,天津,2021-10-19 11:00,天津,"
								94:122
								",深圳
223,天津,2021-10-21 11:00,天津,"
								91:79
								",青岛
224,天津,2021-10-23 15:00,江苏,"
								96:90
								",天津
225,天津,2021-10-25 19:35,天津,"
								89:128
								",浙江
226,天津,2021-10-28 11:00,四川,"
								96:94
								",天津
227,天津,2021-10-30 19:35,天津,"
								106:87
								",福建
228,天津,2021-11-02 11:00,浙江,"
								104:81
								",天津
229,天津,2021-11-05 19:35,天津,"
								75:110
								",上海
230,天津,2021-11-07 15:00,青岛,"
								106:101
								",天津
231,天津,2021-11-09 20:00,天津,"
								98:110
								",广东
232,天津,2021-11-11 15:30,深圳,"
								131:104
								",天津
233,天津,2021-11-14 15:30,天津,"
								97:77
								",江苏
234,青岛,2021-10-16 15:00,青岛,"
								100:93
								",四川
235,青岛,2021-10-18 19:35,青岛,"
								90:103
								",广东
236,青岛,2021-10-21 11:00,天津,"
								91:79
								",青岛
237,青岛,2021-10-23 15:00,浙江,"
								105:98
								",青岛
238,青岛,2021-10-26 20:00,青岛,"
								92:102
								",深圳
239,青岛,2021-10-29 19:35,北京,"
								89:78
								",青岛
240,青岛,2021-10-31 15:30,青岛,"
								91:86
								",江苏
241,青岛,2021-11-03 19:35,上海,"
								121:88
								",青岛
242,青岛,2021-11-05 15:00,深圳,"
								98:97
								",青岛
243,青岛,2021-11-07 15:00,青岛,"
								106:101
								",天津
244,青岛,2021-11-10 19:35,江苏,"
								82:79
								",青岛
245,青岛,2021-11-12 19:35,青岛,"
								73:78
								",北京
246,青岛,2021-11-14 20:00,青岛,"
								99:91
								",福建
247,宁波,2021-10-17 11:00,山西,"
								105:92
								",宁波
248,宁波,2021-10-19 11:00,新疆,"
								109:79
								",宁波
249,宁波,2021-10-22 19:35,宁波,"
								73:97
								",同曦
250,宁波,2021-10-24 15:30,吉林,"
								111:86
								",宁波
251,宁波,2021-10-27 19:35,宁波,"
								75:121
								",广厦
252,宁波,2021-10-29 19:35,广州,"
								93:70
								",宁波
253,宁波,2021-10-31 15:00,宁波,"
								85:110
								",山西
254,宁波,2021-11-02 15:30,宁波,"
								70:99
								",辽宁
255,宁波,2021-11-05 11:00,北控,"
								95:79
								",宁波
256,宁波,2021-11-07 15:30,广厦,"
								99:92
								",宁波
257,宁波,2021-11-09 19:35,宁波,"
								95:107
								",吉林
258,宁波,2021-11-11 15:30,宁波,"
								75:111
								",山东
259,宁波,2021-11-13 15:00,同曦,"
								92:108
								",宁波
